key	detonator_type	detonation_type	detonation_radius	detonation_duration	detonation_speed	detonation_damage	shrapnel	explosion_particle_effect	fuse_distance_from_target	explosion_particle_effect_on_ground	explosion_audio	contact_phase_effect	ignition_amount	is_magical	detonation_damage_ap	camera_shake	detonation_force	fuse_fixed_time	affects_allies	is_spell
nanu_dwf_cannon_ball_explosive_frozen	percussive	shockwave	5.0000	0.0000	12.0000	75.0000		nanu_particle_effect_explosion_ice_lingering	0.0000		wh2_dlc10_dragon_breath_ice_multi		0.0000	false	16.0000	wh_main_unit_explosion_medium	180.0000	-1.0000	true	false
nanu_dwf_cannon_ball_explosive_lightning	percussive	shockwave	5.0000	0.0000	12.0000	75.0000		nanu_particle_effect_explosion_lightning	0.0000		wh_urannons_thunderbolt		0.0000	false	16.0000	wh_main_unit_explosion_medium	180.0000	-1.0000	true	false
nanu_dwf_cannon_ball_explosive_magic	percussive	shockwave	5.0000	0.0000	12.0000	75.0000		wh_dlc07_blessed_stone_impact	0.0000		wh_fireball		0.0000	true	45.0000	wh_main_unit_explosion_medium	180.0000	-1.0000	true	false
nanu_dwf_drakegun_frozen	percussive	shockwave	3.0000	0.0000	14.0000	12.0000		wh_main_steam_explosion_medium	0.0000		wh_copter_steamgun		0.0000	false	28.0000	wh_main_unit_explosion_light	40.0000	-1.0000	true	false
nanu_dwf_grudge_stone_arcane_fire	percussive	shockwave	4.0000	0.0000	12.0000	75.0000		wh_main_weapon_flamethrower_explosion	0.0000		wh_fireball	wh_main_unit_contact_morale	100.0000	true	70.0000	wh_main_unit_explosion_medium	180.0000	-1.0000	true	false
nanu_dwf_grudge_stone_frozen	percussive	shockwave	4.0000	0.0000	12.0000	75.0000		nanu_particle_effect_explosion_ice_lingering	0.0000		wh_fireball		0.0000	true	70.0000	wh_main_unit_explosion_medium	180.0000	-1.0000	true	false
nanu_dwf_grudge_stone_lightning	percussive	shockwave	4.0000	0.0000	12.0000	75.0000		nanu_particle_effect_explosion_lightning	0.0000		wh_fireball		0.0000	true	70.0000	wh_main_unit_explosion_medium	180.0000	-1.0000	true	false
nanu_dwf_grudge_stone_magic	percussive	shockwave	4.0000	0.0000	12.0000	75.0000		nanu_particle_effect_explosion_magic	0.0000		wh_fireball		0.0000	true	70.0000	wh_main_unit_explosion_medium	180.0000	-1.0000	true	false
nanu_dwf_grudge_stone_multi	percussive	shockwave	3.0000	0.0000	12.0000	35.0000			0.0000		wh_large_rock		0.0000	false	15.0000	wh_main_unit_explosion_medium	60.0000	-1.0000	true	false
nanu_dwf_grudge_stone_multi_arcane_fire	percussive	shockwave	3.0000	0.0000	12.0000	35.0000		wh_main_generic_explosion_mine	0.0000		wh_fireball		100.0000	true	15.0000	wh_main_unit_explosion_medium	60.0000	-1.0000	true	false
nanu_dwf_grudge_stone_multi_flaming	percussive	shockwave	3.0000	0.0000	12.0000	35.0000		wh_main_generic_explosion_mine	0.0000		wh_fireball		100.0000	false	15.0000	wh_main_unit_explosion_medium	60.0000	-1.0000	true	false
nanu_dwf_grudge_stone_multi_frozen	percussive	shockwave	3.0000	0.0000	12.0000	35.0000		nanu_particle_effect_explosion_ice_small	0.0000		wh2_dlc10_dragon_breath_ice_multi		0.0000	true	15.0000	wh_main_unit_explosion_medium	60.0000	-1.0000	true	false
nanu_dwf_grudge_stone_multi_lightning	percussive	shockwave	3.0000	0.0000	12.0000	35.0000		nanu_particle_effect_explosion_lightning_small	0.0000		wh_urannons_thunderbolt		0.0000	true	15.0000	wh_main_unit_explosion_medium	60.0000	-1.0000	true	false
nanu_dwf_grudge_stone_multi_magic	percussive	shockwave	3.0000	0.0000	12.0000	35.0000		nanu_particle_effect_explosion_magic_small	0.0000		wh_large_rock		0.0000	true	15.0000	wh_main_unit_explosion_medium	60.0000	-1.0000	true	false
nanu_dwf_organ_gun_explosive	percussive	shockwave	2.0000	0.0000	14.0000	24.0000		wh_main_weapon_trollhammer_explosion	0.0000		wh_grenade		0.0000	false	6.0000	wh_main_unit_explosion_light	100.0000	-1.0000	true	false
nanu_dwf_organ_gun_explosive_arcane_fire	percussive	shockwave	2.0000	0.0000	14.0000	24.0000		wh_main_weapon_trollhammer_explosion	0.0000		wh_grenade	wh_main_unit_contact_morale	1.0000	true	6.0000	wh_main_unit_explosion_light	100.0000	-1.0000	true	false
nanu_dwf_organ_gun_explosive_flaming	percussive	shockwave	2.0000	0.0000	14.0000	24.0000		wh_main_weapon_trollhammer_explosion	0.0000		wh_grenade	wh_main_unit_contact_morale	1.0000	false	6.0000	wh_main_unit_explosion_light	40.0000	-1.0000	true	false
nanu_dwf_organ_gun_explosive_frozen	percussive	shockwave	2.0000	0.0000	14.0000	24.0000		nanu_particle_effect_explosion_ice_tiny	0.0000		wh_grenade		0.0000	false	6.0000	wh_main_unit_explosion_light	100.0000	-1.0000	true	false
nanu_dwf_organ_gun_explosive_lightning	percussive	shockwave	2.0000	0.0000	14.0000	24.0000		nanu_particle_effect_explosion_lightning_tiny	0.0000		wh_grenade		0.0000	false	6.0000	wh_main_unit_explosion_light	100.0000	-1.0000	true	false
nanu_dwf_organ_gun_explosive_magic	percussive	shockwave	2.0000	0.0000	14.0000	24.0000		nanu_particle_effect_explosion_magic_tiny	0.0000		wh_grenade		0.0000	true	6.0000	wh_main_unit_explosion_light	100.0000	-1.0000	true	false
nanu_dwf_thunderbarge_bomb_arcane_fire	percussive	shockwave	7.0000	0.0000	15.0000	60.0000		wh_main_weapon_gyrobomber_bomb_large	0.0000		wh_bomb		1.0000	true	25.0000	wh_main_unit_explosion_medium	450.0000	-1.0000	true	false
nanu_dwf_thunderbarge_bomb_frozen	percussive	shockwave	7.0000	0.0000	15.0000	60.0000		nanu_particle_effect_explosion_ice	0.0000		wh_bomb		1.0000	true	25.0000	wh_main_unit_explosion_medium	450.0000	-1.0000	true	false
nanu_dwf_thunderbarge_bomb_lightning	percussive	shockwave	7.0000	0.0000	15.0000	60.0000		nanu_particle_effect_explosion_lightning_large	0.0000		wh_bomb		1.0000	true	25.0000	wh_main_unit_explosion_medium	450.0000	-1.0000	true	false
nanu_dwf_clattergun_arcane_fire	percussive	shockwave	3.0000	0.0000	10.0000	14.0000		nanu_particle_effect_explosion_arcane_fire_tiny_lingering	0.0000		wh_blasting_charge		25.0000	true	4.0000		80.0000	-1.0000	true	false
nanu_dwf_clattergun_flaming	percussive	shockwave	3.0000	0.0000	10.0000	14.0000		nanu_particle_effect_explosion_fire_tiny_lingering	0.0000		wh_blasting_charge		25.0000	false	4.0000		80.0000	-1.0000	true	false
nanu_dwf_clattergun_frozen	percussive	shockwave	3.0000	0.0000	10.0000	14.0000		nanu_particle_effect_explosion_ice_tiny	0.0000		wh_blasting_charge		0.0000	false	4.0000		80.0000	-1.0000	true	false
nanu_dwf_clattergun_lightning	percussive	shockwave	3.0000	0.0000	10.0000	14.0000		nanu_particle_effect_explosion_lightning_tiny	0.0000		wh_blasting_charge		0.0000	false	4.0000		80.0000	-1.0000	true	false
nanu_dwf_clattergun_magic	percussive	shockwave	3.0000	0.0000	10.0000	14.0000		nanu_particle_effect_explosion_magic_tiny	0.0000		wh_blasting_charge		0.0000	true	4.0000		80.0000	-1.0000	true	false
nanu_dwf_trollhammer_arcane_fire	percussive	shockwave	1.0000	0.0000	10.0000	4.0000		wh_main_weapon_trollhammer_explosion	0.0000		wh_grenade		5.0000	true	10.0000	wh_main_unit_explosion_light	100.0000	-1.0000	true	false
nanu_dwf_trollhammer_frozen	percussive	shockwave	1.0000	0.0000	10.0000	4.0000		nanu_particle_effect_explosion_ice_small_lingering	0.0000		wh_grenade		0.0000	false	10.0000	wh_main_unit_explosion_light	100.0000	-1.0000	true	false
nanu_dwf_trollhammer_lightning	percussive	shockwave	1.0000	0.0000	10.0000	4.0000		nanu_particle_effect_explosion_lightning_small	0.0000		wh_grenade		0.0000	false	10.0000	wh_main_unit_explosion_light	100.0000	-1.0000	true	false
