key	detonator_type	detonation_type	detonation_radius	detonation_duration	detonation_speed	detonation_damage	shrapnel	explosion_particle_effect	fuse_distance_from_target	explosion_particle_effect_on_ground	explosion_audio	contact_phase_effect	ignition_amount	is_magical	detonation_damage_ap	camera_shake	detonation_force	fuse_fixed_time	affects_allies	is_spell
nanu_emp_mortar_bomb_multi_frozen_shrapnel	percussive	shockwave	3.0000	0.0000	13.0000	32.0000		nanu_particle_effect_explosion_ice_small_lingering	0.0000		wh2_dlc10_dragon_breath_ice_multi		0.0000	false	28.0000	wh_main_unit_explosion_light	300.0000	1.0000	true	false
nanu_emp_mortar_bomb_multi_lightning	fuse	shockwave	6.0000	0.0000	13.0000	200.0000	nanu_emp_mortar_bomb_multi_lightning	nanu_particle_effect_explosion_lightning	50.0000		wh_urannons_thunderbolt		0.0000	false	50.0000	wh_main_unit_explosion_light	150.0000	-1.0000	true	false
nanu_emp_mortar_bomb_multi_lightning_shrapnel	percussive	shockwave	3.0000	0.0000	13.0000	32.0000		nanu_particle_effect_explosion_lightning_small	0.0000		wh_urannons_thunderbolt		0.0000	false	28.0000	wh_main_unit_explosion_light	300.0000	1.0000	true	false
nanu_emp_mortar_bomb_multi_magic	fuse	shockwave	6.0000	0.0000	13.0000	200.0000	nanu_emp_mortar_bomb_multi_magic	wh2_dlc11_weapon_gunners_impact	50.0000		wh_mortar		0.0000	false	50.0000	wh_main_unit_explosion_light	150.0000	-1.0000	true	false
nanu_emp_mortar_bomb_multi_magic_shrapnel	percussive	shockwave	3.0000	0.0000	13.0000	32.0000		wh_main_generic_spherical_explosion_small	0.0000		wh_blasting_charge		0.0000	false	28.0000	wh_main_unit_explosion_light	300.0000	1.0000	true	false
nanu_emp_mortar_bomb_multi_shrapnel	percussive	shockwave	3.0000	0.0000	13.0000	44.0000		wh_main_generic_spherical_explosion_small	0.0000		wh_blasting_charge		0.0000	false	16.0000	wh_main_unit_explosion_light	300.0000	1.0000	true	false
nanu_emp_rocket_explosion_arcane_fire	percussive	shockwave	6.0000	0.0000	11.0000	22.0000		wh_main_generic_explosion_mine	0.0000		wh_rocket		100.0000	true	51.0000	wh_main_unit_explosion_medium	200.0000	-1.0000	true	false
nanu_emp_rocket_explosion_flaming	percussive	shockwave	6.0000	0.0000	11.0000	62.0000		wh_main_generic_explosion_mine	0.0000		wh_rocket		100.0000	false	31.0000	wh_main_unit_explosion_medium	200.0000	-1.0000	true	false
nanu_emp_rocket_explosion_frozen	percussive	shockwave	6.0000	0.0000	11.0000	22.0000		nanu_particle_effect_explosion_ice_lingering	0.0000		wh2_dlc10_dragon_breath_ice_multi		0.0000	false	51.0000	wh_main_unit_explosion_medium	200.0000	-1.0000	true	false
nanu_emp_rocket_explosion_lightning	percussive	shockwave	6.0000	0.0000	11.0000	22.0000		nanu_particle_effect_explosion_lightning	0.0000		wh_urannons_thunderbolt		0.0000	false	51.0000	wh_main_unit_explosion_medium	200.0000	-1.0000	true	false
nanu_emp_rocket_explosion_magic	percussive	shockwave	6.0000	0.0000	11.0000	22.0000		wh_dlc07_blessed_stone_impact	0.0000		wh_rocket		0.0000	true	51.0000	wh_main_unit_explosion_medium	200.0000	-1.0000	true	false
nanu_emp_steam_tank_exploding	percussive	shockwave	6.0000	0.0000	12.0000	12.0000		wh2_dlc11_machine_queen_bess_impact	0.0000		wh2_dlc_12_queen_bess		0.0000	false	60.0000	wh_main_unit_explosion_heavy	450.0000	-1.0000	true	false
nanu_emp_steam_tank_exploding_arcane_fire	percussive	shockwave	6.0000	0.0000	12.0000	10.0000		wh2_dlc11_machine_queen_bess_impact	0.0000		wh2_dlc_12_queen_bess		100.0000	true	75.0000	wh_main_unit_explosion_heavy	450.0000	-1.0000	true	false
nanu_emp_steam_tank_exploding_flaming	percussive	shockwave	6.0000	0.0000	12.0000	12.0000		wh2_dlc11_machine_queen_bess_impact	0.0000		wh2_dlc_12_queen_bess		100.0000	false	60.0000	wh_main_unit_explosion_heavy	450.0000	-1.0000	true	false
nanu_emp_steam_tank_exploding_frozen	percussive	shockwave	6.0000	0.0000	10.0000	10.0000		nanu_particle_effect_explosion_ice_lingering	0.0000		wh2_dlc10_dragon_breath_ice_multi		0.0000	true	75.0000	wh_main_unit_explosion_heavy	450.0000	-1.0000	true	false
nanu_emp_steam_tank_exploding_lightning	percussive	shockwave	6.0000	0.0000	10.0000	10.0000		nanu_particle_effect_explosion_lightning	0.0000		wh_urannons_thunderbolt		0.0000	true	75.0000	wh_main_unit_explosion_heavy	450.0000	-1.0000	true	false
nanu_emp_steam_tank_exploding_magic	percussive	shockwave	6.0000	0.0000	10.0000	10.0000		wh2_dlc13_magic_mortar_explosion_large	0.0000		wh_mortar		0.0000	true	75.0000	wh_main_unit_explosion_heavy	450.0000	-1.0000	true	false
nanu_emp_steam_tank_volley_exploding	percussive	shockwave	3.0000	0.0000	13.0000	4.0000		wh_main_weapon_trollhammer_explosion	0.0000		wh_blasting_charge		0.0000	false	20.0000	wh_main_unit_explosion_light	200.0000	1.0000	true	false
nanu_emp_steam_tank_volley_exploding_arcane_fire	percussive	shockwave	3.0000	0.0000	13.0000	4.0000		wh_main_weapon_trollhammer_explosion	0.0000		wh_blasting_charge		50.0000	true	20.0000	wh_main_unit_explosion_light	200.0000	1.0000	true	false
nanu_emp_steam_tank_volley_exploding_flaming	percussive	shockwave	3.0000	0.0000	13.0000	4.0000		wh_main_weapon_trollhammer_explosion	0.0000		wh_blasting_charge		50.0000	false	20.0000	wh_main_unit_explosion_light	200.0000	1.0000	true	false
nanu_emp_steam_tank_volley_exploding_magic	percussive	shockwave	3.0000	0.0000	13.0000	4.0000			0.0000		wh_blasting_charge		0.0000	true	20.0000	wh_main_unit_explosion_light	200.0000	1.0000	true	false
nanu_emp_steamtank_steamgun_explosion_arcane_fire	percussive	shockwave	4.0000	0.0000	8.0000	35.0000		wh_main_generic_spherical_explosion_small	0.0000		wh_fireball		100.0000	true	25.0000	wh_main_unit_explosion_light	10.0000	-1.0000	true	false
nanu_emp_steamtank_steamgun_explosion_flaming	percussive	shockwave	4.0000	0.0000	8.0000	44.0000		wh_main_generic_spherical_explosion_small	0.0000		wh_fireball		100.0000	false	12.0000	wh_main_unit_explosion_light	10.0000	-1.0000	true	false
