key	precursor	default_projectile	audio_type	use_secondary_ammo_pool
nanu_chs_javelin_anti_large_lightning	false	nanu_chs_javelin_anti_large_lightning	javelin	false
nanu_chs_javelin_anti_large_magic	false	nanu_chs_javelin_anti_large_magic	javelin	false
nanu_chs_javelin_anti_large_poison	false	nanu_chs_javelin_anti_large_poison	javelin	false
nanu_chs_javelin_multi	false	nanu_chs_javelin_multi	javelin	false
nanu_chs_javelin_multi_arcane_fire	false	nanu_chs_javelin_multi_arcane_fire	javelin	false
nanu_chs_javelin_multi_flaming	false	nanu_chs_javelin_multi_flaming	javelin	false
nanu_chs_javelin_multi_frozen	false	nanu_chs_javelin_multi_frozen	javelin	false
nanu_chs_javelin_multi_lightning	false	nanu_chs_javelin_multi_lightning	javelin	false
nanu_chs_javelin_multi_magic	false	nanu_chs_javelin_multi_magic	javelin	false
nanu_chs_javelin_multi_poison	false	nanu_chs_javelin_multi_poison	javelin	false
nanu_chs_javelin_seeking	false	nanu_chs_javelin_seeking	javelin	false
nanu_chs_javelin_seeking_arcane_fire	false	nanu_chs_javelin_seeking_arcane_fire	javelin	false
nanu_chs_javelin_seeking_flaming	false	nanu_chs_javelin_seeking_flaming	javelin	false
nanu_chs_javelin_seeking_frozen	false	nanu_chs_javelin_seeking_frozen	javelin	false
nanu_chs_javelin_seeking_lightning	false	nanu_chs_javelin_seeking_lightning	javelin	false
nanu_chs_javelin_seeking_magic	false	nanu_chs_javelin_seeking_magic	javelin	false
nanu_chs_javelin_seeking_poison	false	nanu_chs_javelin_seeking_poison	javelin	false
nanu_chs_hellcannon_blast_frozen	false	nanu_chs_hellcannon_blast_frozen	hell_cannon	false
nanu_chs_hellcannon_blast_lightning	false	nanu_chs_hellcannon_blast_lightning	hell_cannon	false
nanu_chs_hellcannon_blast_multi	false	nanu_chs_hellcannon_blast_multi	hell_cannon	false
nanu_chs_hellcannon_blast_multi_frozen	false	nanu_chs_hellcannon_blast_multi_frozen	hell_cannon	false
nanu_chs_hellcannon_blast_multi_lightning	false	nanu_chs_hellcannon_blast_multi_lightning	hell_cannon	false
nanu_chs_throwing_axe_arcane_fire	false	nanu_chs_throwing_axe_arcane_fire	none	false
nanu_chs_throwing_axe_flaming	false	nanu_chs_throwing_axe_flaming	none	false
nanu_chs_throwing_axe_frozen	false	nanu_chs_throwing_axe_frozen	none	false
nanu_chs_throwing_axe_lightning	false	nanu_chs_throwing_axe_lightning	none	false
nanu_chs_throwing_axe_magic	false	nanu_chs_throwing_axe_magic	none	false
nanu_chs_throwing_axe_poison	false	nanu_chs_throwing_axe_poison	none	false
nanu_chs_throwing_axe_anti_infantry	false	nanu_chs_throwing_axe_anti_infantry	none	false
nanu_chs_throwing_axe_anti_infantry_arcane_fire	false	nanu_chs_throwing_axe_anti_infantry_arcane_fire	none	false
nanu_chs_throwing_axe_anti_infantry_flaming	false	nanu_chs_throwing_axe_anti_infantry_flaming	none	false
nanu_chs_throwing_axe_anti_infantry_frozen	false	nanu_chs_throwing_axe_anti_infantry_frozen	none	false
nanu_chs_throwing_axe_anti_infantry_lightning	false	nanu_chs_throwing_axe_anti_infantry_lightning	none	false
nanu_chs_throwing_axe_anti_infantry_magic	false	nanu_chs_throwing_axe_anti_infantry_magic	none	false
nanu_chs_throwing_axe_anti_infantry_poison	false	nanu_chs_throwing_axe_anti_infantry_poison	none	false
nanu_chs_throwing_axe_anti_large	false	nanu_chs_throwing_axe_anti_large	none	false
nanu_chs_throwing_axe_anti_large_arcane_fire	false	nanu_chs_throwing_axe_anti_large_arcane_fire	none	false
nanu_chs_throwing_axe_anti_large_flaming	false	nanu_chs_throwing_axe_anti_large_flaming	none	false
nanu_chs_throwing_axe_anti_large_frozen	false	nanu_chs_throwing_axe_anti_large_frozen	none	false
nanu_chs_throwing_axe_anti_large_lightning	false	nanu_chs_throwing_axe_anti_large_lightning	none	false
nanu_chs_throwing_axe_anti_large_magic	false	nanu_chs_throwing_axe_anti_large_magic	none	false
nanu_chs_throwing_axe_anti_large_poison	false	nanu_chs_throwing_axe_anti_large_poison	none	false
nanu_chs_throwing_axe_multi	false	nanu_chs_throwing_axe_multi	none	false
nanu_chs_throwing_axe_multi_arcane_fire	false	nanu_chs_throwing_axe_multi_arcane_fire	none	false
nanu_chs_throwing_axe_multi_flaming	false	nanu_chs_throwing_axe_multi_flaming	none	false
nanu_chs_throwing_axe_multi_frozen	false	nanu_chs_throwing_axe_multi_frozen	none	false
nanu_chs_throwing_axe_multi_lightning	false	nanu_chs_throwing_axe_multi_lightning	none	false
nanu_chs_throwing_axe_multi_magic	false	nanu_chs_throwing_axe_multi_magic	none	false
nanu_chs_throwing_axe_multi_poison	false	nanu_chs_throwing_axe_multi_poison	none	false
nanu_chs_throwing_axe_seeking	false	nanu_chs_throwing_axe_seeking	none	false
nanu_chs_throwing_axe_seeking_arcane_fire	false	nanu_chs_throwing_axe_seeking_arcane_fire	none	false
nanu_chs_throwing_axe_seeking_flaming	false	nanu_chs_throwing_axe_seeking_flaming	none	false
nanu_chs_throwing_axe_seeking_frozen	false	nanu_chs_throwing_axe_seeking_frozen	none	false
nanu_chs_throwing_axe_seeking_lightning	false	nanu_chs_throwing_axe_seeking_lightning	none	false
nanu_chs_throwing_axe_seeking_magic	false	nanu_chs_throwing_axe_seeking_magic	none	false
nanu_chs_throwing_axe_seeking_poison	false	nanu_chs_throwing_axe_seeking_poison	none	false
