key	precursor	default_projectile	audio_type	use_secondary_ammo_pool
nanu_ksl_akshina_ambushers_bolt_seeking_arcane_fire	false	nanu_ksl_akshina_ambushers_bolt_seeking_arcane_fire	crossbow	false
nanu_ksl_akshina_ambushers_bolt_seeking_flaming	false	nanu_ksl_akshina_ambushers_bolt_seeking_flaming	crossbow	false
nanu_ksl_akshina_ambushers_bolt_seeking_frozen	false	nanu_ksl_akshina_ambushers_bolt_seeking_frozen	crossbow	false
nanu_ksl_akshina_ambushers_bolt_seeking_lightning	false	nanu_ksl_akshina_ambushers_bolt_seeking_lightning	crossbow	false
nanu_ksl_akshina_ambushers_bolt_seeking_magic	false	nanu_ksl_akshina_ambushers_bolt_seeking_magic	crossbow	false
nanu_ksl_akshina_ambushers_bolt_seeking_poison	false	nanu_ksl_akshina_ambushers_bolt_seeking_poison	crossbow	false
nanu_ksl_sled_rifle_bullet_arcane_fire	false	nanu_ksl_sled_rifle_bullet_arcane_fire	grenade_launcher	false
nanu_ksl_sled_rifle_bullet_flaming	false	nanu_ksl_sled_rifle_bullet_flaming	grenade_launcher	false
nanu_ksl_sled_rifle_bullet_frozen	false	nanu_ksl_sled_rifle_bullet_frozen	grenade_launcher	false
nanu_ksl_sled_rifle_bullet_lightning	false	nanu_ksl_sled_rifle_bullet_lightning	grenade_launcher	false
nanu_ksl_sled_rifle_bullet_magic	false	nanu_ksl_sled_rifle_bullet_magic	repeater_gun	false
nanu_ksl_sled_rifle_bullet_anti_infantry	false	nanu_ksl_sled_rifle_bullet_anti_infantry	repeater_gun	false
nanu_ksl_sled_rifle_bullet_anti_infantry_arcane_fire	false	nanu_ksl_sled_rifle_bullet_anti_infantry_arcane_fire	repeater_gun	false
nanu_ksl_sled_rifle_bullet_anti_infantry_flaming	false	nanu_ksl_sled_rifle_bullet_anti_infantry_flaming	repeater_gun	false
nanu_ksl_sled_rifle_bullet_anti_infantry_frozen	false	nanu_ksl_sled_rifle_bullet_anti_infantry_frozen	repeater_gun	false
nanu_ksl_sled_rifle_bullet_anti_infantry_lightning	false	nanu_ksl_sled_rifle_bullet_anti_infantry_lightning	repeater_gun	false
nanu_ksl_sled_rifle_bullet_anti_infantry_magic	false	nanu_ksl_sled_rifle_bullet_anti_infantry_magic	repeater_gun	false
nanu_ksl_sled_rifle_bullet_anti_large	false	nanu_ksl_sled_rifle_bullet_anti_large	repeater_gun	false
nanu_ksl_sled_rifle_bullet_anti_large_arcane_fire	false	nanu_ksl_sled_rifle_bullet_anti_large_arcane_fire	repeater_gun	false
nanu_ksl_sled_rifle_bullet_anti_large_flaming	false	nanu_ksl_sled_rifle_bullet_anti_large_flaming	repeater_gun	false
nanu_ksl_sled_rifle_bullet_anti_large_frozen	false	nanu_ksl_sled_rifle_bullet_anti_large_frozen	repeater_gun	false
nanu_ksl_sled_rifle_bullet_anti_large_lightning	false	nanu_ksl_sled_rifle_bullet_anti_large_lightning	repeater_gun	false
nanu_ksl_sled_rifle_bullet_anti_large_magic	false	nanu_ksl_sled_rifle_bullet_anti_large_magic	repeater_gun	false
nanu_ksl_sled_rifle_bullet_multi	false	nanu_ksl_sled_rifle_bullet_multi	blunderbuss	false
nanu_ksl_sled_rifle_bullet_multi_arcane_fire	false	nanu_ksl_sled_rifle_bullet_multi_arcane_fire	blunderbuss	false
nanu_ksl_sled_rifle_bullet_multi_flaming	false	nanu_ksl_sled_rifle_bullet_multi_flaming	blunderbuss	false
nanu_ksl_sled_rifle_bullet_multi_frozen	false	nanu_ksl_sled_rifle_bullet_multi_frozen	blunderbuss	false
nanu_ksl_sled_rifle_bullet_multi_lightning	false	nanu_ksl_sled_rifle_bullet_multi_lightning	blunderbuss	false
nanu_ksl_sled_rifle_bullet_multi_magic	false	nanu_ksl_sled_rifle_bullet_multi_magic	blunderbuss	false
nanu_ksl_sled_rifle_bullet_explosive	false	nanu_ksl_sled_rifle_bullet_explosive	grenade_launcher	false
nanu_ksl_sled_rifle_bullet_explosive_arcane_fire	false	nanu_ksl_sled_rifle_bullet_explosive_arcane_fire	grenade_launcher	false
nanu_ksl_sled_rifle_bullet_explosive_flaming	false	nanu_ksl_sled_rifle_bullet_explosive_flaming	grenade_launcher	false
nanu_ksl_sled_rifle_bullet_explosive_frozen	false	nanu_ksl_sled_rifle_bullet_explosive_frozen	grenade_launcher	false
nanu_ksl_sled_rifle_bullet_explosive_lightning	false	nanu_ksl_sled_rifle_bullet_explosive_lightning	grenade_launcher	false
nanu_ksl_sled_rifle_bullet_explosive_magic	false	nanu_ksl_sled_rifle_bullet_explosive_magic	grenade_launcher	false
nanu_ksl_streltsi_rifle_bullet_arcane_fire	false	nanu_ksl_streltsi_rifle_bullet_arcane_fire	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_flaming	false	nanu_ksl_streltsi_rifle_bullet_flaming	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_frozen	false	nanu_ksl_streltsi_rifle_bullet_frozen	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_lightning	false	nanu_ksl_streltsi_rifle_bullet_lightning	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_magic	false	nanu_ksl_streltsi_rifle_bullet_magic	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_anti_infantry	false	nanu_ksl_streltsi_rifle_bullet_anti_infantry	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_anti_infantry_arcane_fire	false	nanu_ksl_streltsi_rifle_bullet_anti_infantry_arcane_fire	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_anti_infantry_flaming	false	nanu_ksl_streltsi_rifle_bullet_anti_infantry_flaming	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_anti_infantry_frozen	false	nanu_ksl_streltsi_rifle_bullet_anti_infantry_frozen	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_anti_infantry_lightning	false	nanu_ksl_streltsi_rifle_bullet_anti_infantry_lightning	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_anti_infantry_magic	false	nanu_ksl_streltsi_rifle_bullet_anti_infantry_magic	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_anti_large	false	nanu_ksl_streltsi_rifle_bullet_anti_large	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_anti_large_arcane_fire	false	nanu_ksl_streltsi_rifle_bullet_anti_large_arcane_fire	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_anti_large_flaming	false	nanu_ksl_streltsi_rifle_bullet_anti_large_flaming	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_anti_large_frozen	false	nanu_ksl_streltsi_rifle_bullet_anti_large_frozen	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_anti_large_lightning	false	nanu_ksl_streltsi_rifle_bullet_anti_large_lightning	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_anti_large_magic	false	nanu_ksl_streltsi_rifle_bullet_anti_large_magic	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_multi	false	nanu_ksl_streltsi_rifle_bullet_multi	blunderbuss	false
nanu_ksl_streltsi_rifle_bullet_multi_arcane_fire	false	nanu_ksl_streltsi_rifle_bullet_multi_arcane_fire	blunderbuss	false
nanu_ksl_streltsi_rifle_bullet_multi_flaming	false	nanu_ksl_streltsi_rifle_bullet_multi_flaming	blunderbuss	false
nanu_ksl_streltsi_rifle_bullet_multi_frozen	false	nanu_ksl_streltsi_rifle_bullet_multi_frozen	blunderbuss	false
nanu_ksl_streltsi_rifle_bullet_multi_lightning	false	nanu_ksl_streltsi_rifle_bullet_multi_lightning	blunderbuss	false
nanu_ksl_streltsi_rifle_bullet_multi_magic	false	nanu_ksl_streltsi_rifle_bullet_multi_magic	blunderbuss	false
nanu_ksl_streltsi_rifle_bullet_seeking	false	nanu_ksl_streltsi_rifle_bullet_seeking	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_seeking_arcane_fire	false	nanu_ksl_streltsi_rifle_bullet_seeking_arcane_fire	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_seeking_flaming	false	nanu_ksl_streltsi_rifle_bullet_seeking_flaming	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_seeking_frozen	false	nanu_ksl_streltsi_rifle_bullet_seeking_frozen	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_seeking_lightning	false	nanu_ksl_streltsi_rifle_bullet_seeking_lightning	repeater_gun	false
nanu_ksl_streltsi_rifle_bullet_seeking_magic	false	nanu_ksl_streltsi_rifle_bullet_seeking_magic	repeater_gun	false
nanu_ksl_horse_archer_arrow_arcane_fire	false	nanu_ksl_horse_archer_arrow_arcane_fire	bow	false
nanu_ksl_horse_archer_arrow_flaming	false	nanu_ksl_horse_archer_arrow_flaming	bow	false
nanu_ksl_horse_archer_arrow_frozen	false	nanu_ksl_horse_archer_arrow_frozen	bow	false
nanu_ksl_horse_archer_arrow_lightning	false	nanu_ksl_horse_archer_arrow_lightning	bow	false
nanu_ksl_horse_archer_arrow_magic	false	nanu_ksl_horse_archer_arrow_magic	bow	false
nanu_ksl_horse_archer_arrow_poison	false	nanu_ksl_horse_archer_arrow_poison	bow	false
nanu_ksl_horse_archer_arrow_anti_infantry	false	nanu_ksl_horse_archer_arrow_anti_infantry	bow	false
nanu_ksl_horse_archer_arrow_anti_infantry_arcane_fire	false	nanu_ksl_horse_archer_arrow_anti_infantry_arcane_fire	bow	false
nanu_ksl_horse_archer_arrow_anti_infantry_flaming	false	nanu_ksl_horse_archer_arrow_anti_infantry_flaming	bow	false
nanu_ksl_horse_archer_arrow_anti_infantry_frozen	false	nanu_ksl_horse_archer_arrow_anti_infantry_frozen	bow	false
nanu_ksl_horse_archer_arrow_anti_infantry_lightning	false	nanu_ksl_horse_archer_arrow_anti_infantry_lightning	bow	false
nanu_ksl_horse_archer_arrow_anti_infantry_magic	false	nanu_ksl_horse_archer_arrow_anti_infantry_magic	bow	false
nanu_ksl_horse_archer_arrow_anti_infantry_poison	false	nanu_ksl_horse_archer_arrow_anti_infantry_poison	bow	false
nanu_ksl_horse_archer_arrow_anti_large	false	nanu_ksl_horse_archer_arrow_anti_large	bow	false
nanu_ksl_horse_archer_arrow_anti_large_arcane_fire	false	nanu_ksl_horse_archer_arrow_anti_large_arcane_fire	bow	false
nanu_ksl_horse_archer_arrow_anti_large_flaming	false	nanu_ksl_horse_archer_arrow_anti_large_flaming	bow	false
nanu_ksl_horse_archer_arrow_anti_large_frozen	false	nanu_ksl_horse_archer_arrow_anti_large_frozen	bow	false
nanu_ksl_horse_archer_arrow_anti_large_lightning	false	nanu_ksl_horse_archer_arrow_anti_large_lightning	bow	false
nanu_ksl_horse_archer_arrow_anti_large_magic	false	nanu_ksl_horse_archer_arrow_anti_large_magic	bow	false
nanu_ksl_horse_archer_arrow_anti_large_poison	false	nanu_ksl_horse_archer_arrow_anti_large_poison	bow	false
nanu_ksl_horse_archer_arrow_multi	false	nanu_ksl_horse_archer_arrow_multi	bow	false
nanu_ksl_horse_archer_arrow_multi_arcane_fire	false	nanu_ksl_horse_archer_arrow_multi_arcane_fire	bow	false
nanu_ksl_horse_archer_arrow_multi_flaming	false	nanu_ksl_horse_archer_arrow_multi_flaming	bow	false
nanu_ksl_horse_archer_arrow_multi_frozen	false	nanu_ksl_horse_archer_arrow_multi_frozen	bow	false
nanu_ksl_horse_archer_arrow_multi_lightning	false	nanu_ksl_horse_archer_arrow_multi_lightning	bow	false
nanu_ksl_horse_archer_arrow_multi_magic	false	nanu_ksl_horse_archer_arrow_multi_magic	bow	false
nanu_ksl_horse_archer_arrow_multi_poison	false	nanu_ksl_horse_archer_arrow_multi_poison	bow	false
nanu_ksl_horse_archer_arrow_seeking	false	nanu_ksl_horse_archer_arrow_seeking	bow	false
nanu_ksl_horse_archer_arrow_seeking_arcane_fire	false	nanu_ksl_horse_archer_arrow_seeking_arcane_fire	bow	false
nanu_ksl_horse_archer_arrow_seeking_flaming	false	nanu_ksl_horse_archer_arrow_seeking_flaming	bow	false
nanu_ksl_horse_archer_arrow_seeking_frozen	false	nanu_ksl_horse_archer_arrow_seeking_frozen	bow	false
nanu_ksl_horse_archer_arrow_seeking_lightning	false	nanu_ksl_horse_archer_arrow_seeking_lightning	bow	false
nanu_ksl_horse_archer_arrow_seeking_magic	false	nanu_ksl_horse_archer_arrow_seeking_magic	bow	false
nanu_ksl_horse_archer_arrow_seeking_poison	false	nanu_ksl_horse_archer_arrow_seeking_poison	bow	false
nanu_ksl_bow_ice_guard_anti_large	false	nanu_ksl_bow_ice_guard_anti_large	bow	false
nanu_ksl_bow_ice_guard_anti_infantry	false	nanu_ksl_bow_ice_guard_anti_infantry	bow	false
nanu_ksl_bow_ice_guard_multi	false	nanu_ksl_bow_ice_guard_multi	bow	false
nanu_ksl_bow_ice_guard_seeking	false	nanu_ksl_bow_ice_guard_seeking	bow	false
nanu_ksl_kossar_arrow_arcane_fire	false	nanu_ksl_kossar_arrow_arcane_fire	bow	false
nanu_ksl_kossar_arrow_flaming	false	nanu_ksl_kossar_arrow_flaming	bow	false
nanu_ksl_kossar_arrow_frozen	false	nanu_ksl_kossar_arrow_frozen	bow	false
nanu_ksl_kossar_arrow_lightning	false	nanu_ksl_kossar_arrow_lightning	bow	false
nanu_ksl_kossar_arrow_magic	false	nanu_ksl_kossar_arrow_magic	bow	false
nanu_ksl_kossar_arrow_poison	false	nanu_ksl_kossar_arrow_poison	bow	false
nanu_ksl_kossar_arrow_anti_large	false	nanu_ksl_kossar_arrow_anti_large	bow	false
nanu_ksl_kossar_arrow_anti_large_arcane_fire	false	nanu_ksl_kossar_arrow_anti_large_arcane_fire	bow	false
nanu_ksl_kossar_arrow_anti_large_flaming	false	nanu_ksl_kossar_arrow_anti_large_flaming	bow	false
nanu_ksl_kossar_arrow_anti_large_frozen	false	nanu_ksl_kossar_arrow_anti_large_frozen	bow	false
nanu_ksl_kossar_arrow_anti_large_lightning	false	nanu_ksl_kossar_arrow_anti_large_lightning	bow	false
nanu_ksl_kossar_arrow_anti_large_magic	false	nanu_ksl_kossar_arrow_anti_large_magic	bow	false
nanu_ksl_kossar_arrow_anti_large_poison	false	nanu_ksl_kossar_arrow_anti_large_poison	bow	false
nanu_ksl_kossar_arrow_anti_infantry	false	nanu_ksl_kossar_arrow_anti_infantry	bow	false
nanu_ksl_kossar_arrow_anti_infantry_arcane_fire	false	nanu_ksl_kossar_arrow_anti_infantry_arcane_fire	bow	false
nanu_ksl_kossar_arrow_anti_infantry_flaming	false	nanu_ksl_kossar_arrow_anti_infantry_flaming	bow	false
nanu_ksl_kossar_arrow_anti_infantry_frozen	false	nanu_ksl_kossar_arrow_anti_infantry_frozen	bow	false
nanu_ksl_kossar_arrow_anti_infantry_lightning	false	nanu_ksl_kossar_arrow_anti_infantry_lightning	bow	false
nanu_ksl_kossar_arrow_anti_infantry_magic	false	nanu_ksl_kossar_arrow_anti_infantry_magic	bow	false
nanu_ksl_kossar_arrow_anti_infantry_poison	false	nanu_ksl_kossar_arrow_anti_infantry_poison	bow	false
nanu_ksl_kossar_arrow_multi	false	nanu_ksl_kossar_arrow_multi	bow	false
nanu_ksl_kossar_arrow_multi_arcane_fire	false	nanu_ksl_kossar_arrow_multi_arcane_fire	bow	false
nanu_ksl_kossar_arrow_multi_flaming	false	nanu_ksl_kossar_arrow_multi_flaming	bow	false
nanu_ksl_kossar_arrow_multi_frozen	false	nanu_ksl_kossar_arrow_multi_frozen	bow	false
nanu_ksl_kossar_arrow_multi_lightning	false	nanu_ksl_kossar_arrow_multi_lightning	bow	false
nanu_ksl_kossar_arrow_multi_magic	false	nanu_ksl_kossar_arrow_multi_magic	bow	false
nanu_ksl_kossar_arrow_multi_poison	false	nanu_ksl_kossar_arrow_multi_poison	bow	false
nanu_ksl_kossar_arrow_seeking	false	nanu_ksl_kossar_arrow_seeking	bow	false
nanu_ksl_kossar_arrow_seeking_arcane_fire	false	nanu_ksl_kossar_arrow_seeking_arcane_fire	bow	false
nanu_ksl_kossar_arrow_seeking_flaming	false	nanu_ksl_kossar_arrow_seeking_flaming	bow	false
nanu_ksl_kossar_arrow_seeking_frozen	false	nanu_ksl_kossar_arrow_seeking_frozen	bow	false
nanu_ksl_kossar_arrow_seeking_lightning	false	nanu_ksl_kossar_arrow_seeking_lightning	bow	false
nanu_ksl_kossar_arrow_seeking_magic	false	nanu_ksl_kossar_arrow_seeking_magic	bow	false
nanu_ksl_kossar_arrow_seeking_poison	false	nanu_ksl_kossar_arrow_seeking_poison	bow	false
nanu_ksl_little_grom_cannon_ball_arcane_fire	false	nanu_ksl_little_grom_cannon_ball_arcane_fire	grand_cannon	false
nanu_ksl_little_grom_cannon_ball_flaming	false	nanu_ksl_little_grom_cannon_ball_flaming	grand_cannon	false
nanu_ksl_little_grom_cannon_ball_frozen	false	nanu_ksl_little_grom_cannon_ball_frozen	grand_cannon	false
nanu_ksl_little_grom_cannon_ball_lightning	false	nanu_ksl_little_grom_cannon_ball_lightning	grand_cannon	false
nanu_ksl_little_grom_cannon_ball_magic	false	nanu_ksl_little_grom_cannon_ball_magic	grand_cannon	false
nanu_ksl_little_grom_cannon_ball_explosive	false	nanu_ksl_little_grom_cannon_ball_explosive	grand_cannon	false
nanu_ksl_little_grom_cannon_ball_explosive_arcane_fire	false	nanu_ksl_little_grom_cannon_ball_explosive_arcane_fire	grand_cannon	false
nanu_ksl_little_grom_cannon_ball_explosive_flaming	false	nanu_ksl_little_grom_cannon_ball_explosive_flaming	grand_cannon	false
nanu_ksl_little_grom_cannon_ball_explosive_frozen	false	nanu_ksl_little_grom_cannon_ball_explosive_frozen	grand_cannon	false
nanu_ksl_little_grom_cannon_ball_explosive_lightning	false	nanu_ksl_little_grom_cannon_ball_explosive_lightning	grand_cannon	false
nanu_ksl_little_grom_cannon_ball_explosive_magic	false	nanu_ksl_little_grom_cannon_ball_explosive_magic	grand_cannon	false
nanu_ksl_armoured_kossar_pistol_bullet_arcane_fire	false	nanu_ksl_armoured_kossar_pistol_bullet_arcane_fire	pistol	false
nanu_ksl_armoured_kossar_pistol_bullet_flaming	false	nanu_ksl_armoured_kossar_pistol_bullet_flaming	pistol	false
nanu_ksl_armoured_kossar_pistol_bullet_frozen	false	nanu_ksl_armoured_kossar_pistol_bullet_frozen	pistol	false
nanu_ksl_armoured_kossar_pistol_bullet_lightning	false	nanu_ksl_armoured_kossar_pistol_bullet_lightning	pistol	false
nanu_ksl_armoured_kossar_pistol_bullet_magic	false	nanu_ksl_armoured_kossar_pistol_bullet_magic	pistol	false
nanu_ksl_armoured_kossar_pistol_bullet_anti_infantry	false	nanu_ksl_armoured_kossar_pistol_bullet_anti_infantry	pistol	false
nanu_ksl_armoured_kossar_pistol_bullet_anti_infantry_arcane_fire	false	nanu_ksl_armoured_kossar_pistol_bullet_anti_infantry_arcane_fire	pistol	false
nanu_ksl_armoured_kossar_pistol_bullet_anti_infantry_flaming	false	nanu_ksl_armoured_kossar_pistol_bullet_anti_infantry_flaming	pistol	false
nanu_ksl_armoured_kossar_pistol_bullet_anti_infantry_frozen	false	nanu_ksl_armoured_kossar_pistol_bullet_anti_infantry_frozen	pistol	false
nanu_ksl_armoured_kossar_pistol_bullet_anti_infantry_lightning	false	nanu_ksl_armoured_kossar_pistol_bullet_anti_infantry_lightning	pistol	false
nanu_ksl_armoured_kossar_pistol_bullet_anti_infantry_magic	false	nanu_ksl_armoured_kossar_pistol_bullet_anti_infantry_magic	pistol	false
