key	precursor	default_projectile	audio_type	use_secondary_ammo_pool
nanu_lzd_mon_stegadon_giant_blowpipe_anti_large_arcane_fire	false	nanu_lzd_mon_stegadon_giant_blowpipe_anti_large_arcane_fire	giant_blowpipe	false
nanu_lzd_mon_stegadon_giant_blowpipe_anti_large_flaming	false	nanu_lzd_mon_stegadon_giant_blowpipe_anti_large_flaming	giant_blowpipe	false
nanu_lzd_mon_stegadon_giant_blowpipe_anti_large_lightning	false	nanu_lzd_mon_stegadon_giant_blowpipe_anti_large_lightning	giant_blowpipe	false
nanu_lzd_mon_stegadon_giant_blowpipe_anti_large_magic	false	nanu_lzd_mon_stegadon_giant_blowpipe_anti_large_magic	giant_blowpipe	false
nanu_lzd_razordon_spike_arcane_fire	false	nanu_lzd_razordon_spike_arcane_fire	razordon_spike	false
nanu_lzd_razordon_spike_flaming	false	nanu_lzd_razordon_spike_flaming	razordon_spike	false
nanu_lzd_razordon_spike_lightning	false	nanu_lzd_razordon_spike_lightning	razordon_spike	false
nanu_lzd_razordon_spike_magic	false	nanu_lzd_razordon_spike_magic	razordon_spike	false
nanu_lzd_razordon_spike_poison	false	nanu_lzd_razordon_spike_poison	razordon_spike	false
nanu_lzd_razordon_spike_anti_infantry	false	nanu_lzd_razordon_spike_anti_infantry	razordon_spike	false
nanu_lzd_razordon_spike_anti_infantry_arcane_fire	false	nanu_lzd_razordon_spike_anti_infantry_arcane_fire	razordon_spike	false
nanu_lzd_razordon_spike_anti_infantry_flaming	false	nanu_lzd_razordon_spike_anti_infantry_flaming	razordon_spike	false
nanu_lzd_razordon_spike_anti_infantry_lightning	false	nanu_lzd_razordon_spike_anti_infantry_lightning	razordon_spike	false
nanu_lzd_razordon_spike_anti_infantry_magic	false	nanu_lzd_razordon_spike_anti_infantry_magic	razordon_spike	false
nanu_lzd_razordon_spike_anti_infantry_poison	false	nanu_lzd_razordon_spike_anti_infantry_poison	razordon_spike	false
nanu_lzd_razordon_spike_anti_large	false	nanu_lzd_razordon_spike_anti_large	razordon_spike	false
nanu_lzd_razordon_spike_anti_large_arcane_fire	false	nanu_lzd_razordon_spike_anti_large_arcane_fire	razordon_spike	false
nanu_lzd_razordon_spike_anti_large_flaming	false	nanu_lzd_razordon_spike_anti_large_flaming	razordon_spike	false
nanu_lzd_razordon_spike_anti_large_lightning	false	nanu_lzd_razordon_spike_anti_large_lightning	razordon_spike	false
nanu_lzd_razordon_spike_anti_large_magic	false	nanu_lzd_razordon_spike_anti_large_magic	razordon_spike	false
nanu_lzd_razordon_spike_anti_large_poison	false	nanu_lzd_razordon_spike_anti_large_poison	razordon_spike	false
nanu_lzd_razordon_spike_explosive	false	nanu_lzd_razordon_spike_explosive	razordon_spike	false
nanu_lzd_razordon_spike_explosive_arcane_fire	false	nanu_lzd_razordon_spike_explosive_arcane_fire	razordon_spike	false
nanu_lzd_razordon_spike_explosive_flaming	false	nanu_lzd_razordon_spike_explosive_flaming	razordon_spike	false
nanu_lzd_razordon_spike_explosive_lightning	false	nanu_lzd_razordon_spike_explosive_lightning	razordon_spike	false
nanu_lzd_razordon_spike_explosive_magic	false	nanu_lzd_razordon_spike_explosive_magic	razordon_spike	false
nanu_lzd_razordon_spike_explosive_poison	false	nanu_lzd_razordon_spike_explosive_poison	razordon_spike	false
nanu_lzd_bastiladon_solar_engine_lightning	false	nanu_lzd_bastiladon_solar_engine_lightning		false
nanu_lzd_blowpipe_secondary_arcane_fire	false	nanu_lzd_blowpipe_arcane_fire	blowpipe	true
nanu_lzd_blowpipe_secondary_flaming	false	nanu_lzd_blowpipe_flaming	blowpipe	true
nanu_lzd_blowpipe_secondary_lightning	false	nanu_lzd_blowpipe_lightning	blowpipe	true
nanu_lzd_blowpipe_secondary_magic	false	nanu_lzd_blowpipe_magic	blowpipe	true
nanu_lzd_blowpipe_secondary_bonus_vs_infantry	false	nanu_lzd_blowpipe_bonus_vs_infantry	blowpipe	true
nanu_lzd_blowpipe_secondary_bonus_vs_infantry_arcane_fire	false	nanu_lzd_blowpipe_bonus_vs_infantry_arcane_fire	blowpipe	true
nanu_lzd_blowpipe_secondary_bonus_vs_infantry_flaming	false	nanu_lzd_blowpipe_bonus_vs_infantry_flaming	blowpipe	true
nanu_lzd_blowpipe_secondary_bonus_vs_infantry_lightning	false	nanu_lzd_blowpipe_bonus_vs_infantry_lightning	blowpipe	true
nanu_lzd_blowpipe_secondary_bonus_vs_infantry_magic	false	nanu_lzd_blowpipe_bonus_vs_infantry_magic	blowpipe	true
nanu_lzd_blowpipe_secondary_bonus_vs_large	false	nanu_lzd_blowpipe_bonus_vs_large	blowpipe	true
nanu_lzd_blowpipe_secondary_bonus_vs_large_arcane_fire	false	nanu_lzd_blowpipe_bonus_vs_large_arcane_fire	blowpipe	true
nanu_lzd_blowpipe_secondary_bonus_vs_large_flaming	false	nanu_lzd_blowpipe_bonus_vs_large_flaming	blowpipe	true
nanu_lzd_blowpipe_secondary_bonus_vs_large_lightning	false	nanu_lzd_blowpipe_bonus_vs_large_lightning	blowpipe	true
nanu_lzd_blowpipe_secondary_bonus_vs_large_magic	false	nanu_lzd_blowpipe_bonus_vs_large_magic	blowpipe	true
nanu_lzd_javelin_secondary_arcane_fire	false	nanu_lzd_javelin_arcane_fire	javelin	true
nanu_lzd_javelin_secondary_flaming	false	nanu_lzd_javelin_flaming	javelin	true
nanu_lzd_javelin_secondary_lightning	false	nanu_lzd_javelin_lightning	javelin	true
nanu_lzd_javelin_secondary_magic	false	nanu_lzd_javelin_magic	javelin	true
nanu_lzd_javelin_secondary_anti_infantry	false	nanu_lzd_javelin_anti_infantry	javelin	true
nanu_lzd_javelin_secondary_anti_infantry_arcane_fire	false	nanu_lzd_javelin_anti_infantry_arcane_fire	javelin	true
nanu_lzd_javelin_secondary_anti_infantry_flaming	false	nanu_lzd_javelin_anti_infantry_flaming	javelin	true
nanu_lzd_javelin_secondary_anti_infantry_lightning	false	nanu_lzd_javelin_anti_infantry_lightning	javelin	true
nanu_lzd_javelin_secondary_anti_infantry_magic	false	nanu_lzd_javelin_anti_infantry_magic	javelin	true
nanu_lzd_javelin_secondary_anti_large	false	nanu_lzd_javelin_anti_large	javelin	true
nanu_lzd_javelin_secondary_anti_large_arcane_fire	false	nanu_lzd_javelin_anti_large_arcane_fire	javelin	true
nanu_lzd_javelin_secondary_anti_large_flaming	false	nanu_lzd_javelin_anti_large_flaming	javelin	true
nanu_lzd_javelin_secondary_anti_large_lightning	false	nanu_lzd_javelin_anti_large_lightning	javelin	true
nanu_lzd_javelin_secondary_anti_large_magic	false	nanu_lzd_javelin_anti_large_magic	javelin	true
