key	precursor	default_projectile	audio_type	use_secondary_ammo_pool
nanu_ogr_veh_gnoblar_scraplauncher_frozen	false	nanu_ogr_veh_gnoblar_scraplauncher_frozen		false
nanu_ogr_veh_gnoblar_scraplauncher_lightning	false	nanu_ogr_veh_gnoblar_scraplauncher_lightning		false
nanu_ogr_veh_gnoblar_scraplauncher_magic	false	nanu_ogr_veh_gnoblar_scraplauncher_magic		false
nanu_ogr_veh_gnoblar_scraplauncher_poison	false	nanu_ogr_veh_gnoblar_scraplauncher_poison		false
nanu_ogr_veh_ironblaster_shot_arcane_fire	false	nanu_ogr_veh_ironblaster_shot_arcane_fire	iron_blaster	false
nanu_ogr_veh_ironblaster_shot_flaming	false	nanu_ogr_veh_ironblaster_shot_flaming	iron_blaster	false
nanu_ogr_veh_ironblaster_shot_frozen	false	nanu_ogr_veh_ironblaster_shot_frozen	iron_blaster	false
nanu_ogr_veh_ironblaster_shot_lightning	false	nanu_ogr_veh_ironblaster_shot_lightning	iron_blaster	false
nanu_ogr_veh_ironblaster_shot_magic	false	nanu_ogr_veh_ironblaster_shot_magic	iron_blaster	false
nanu_ogr_veh_ironblaster_shot_poison	false	nanu_ogr_veh_ironblaster_shot_poison	iron_blaster	false
nanu_ogr_leadbelcher_shot_arcane_fire	false	nanu_ogr_leadbelcher_shot_arcane_fire		false
nanu_ogr_leadbelcher_shot_flaming	false	nanu_ogr_leadbelcher_shot_flaming		false
nanu_ogr_leadbelcher_shot_frozen	false	nanu_ogr_leadbelcher_shot_frozen		false
nanu_ogr_leadbelcher_shot_lightning	false	nanu_ogr_leadbelcher_shot_lightning		false
nanu_ogr_leadbelcher_shot_magic	false	nanu_ogr_leadbelcher_shot_magic		false
nanu_ogr_leadbelcher_shot_poison	false	nanu_ogr_leadbelcher_shot_poison		false
nanu_ogr_pistol_bullet_arcane_fire	false	nanu_ogr_pistol_bullet_arcane_fire	pistol	false
nanu_ogr_pistol_bullet_flaming	false	nanu_ogr_pistol_bullet_flaming	pistol	false
nanu_ogr_pistol_bullet_frozen	false	nanu_ogr_pistol_bullet_frozen	pistol	false
nanu_ogr_pistol_bullet_lightning	false	nanu_ogr_pistol_bullet_lightning	pistol	false
nanu_ogr_pistol_bullet_magic	false	nanu_ogr_pistol_bullet_magic	pistol	false
nanu_ogr_pistol_bullet_poison	false	nanu_ogr_pistol_bullet_poison	pistol	false
nanu_ogr_pistol_bullet_anti_large	false	nanu_ogr_pistol_bullet_anti_large	pistol	false
nanu_ogr_pistol_bullet_anti_large_arcane_fire	false	nanu_ogr_pistol_bullet_anti_large_arcane_fire	pistol	false
nanu_ogr_pistol_bullet_anti_large_flaming	false	nanu_ogr_pistol_bullet_anti_large_flaming	pistol	false
nanu_ogr_pistol_bullet_anti_large_frozen	false	nanu_ogr_pistol_bullet_anti_large_frozen	pistol	false
nanu_ogr_pistol_bullet_anti_large_lightning	false	nanu_ogr_pistol_bullet_anti_large_lightning	pistol	false
nanu_ogr_pistol_bullet_anti_large_magic	false	nanu_ogr_pistol_bullet_anti_large_magic	pistol	false
nanu_ogr_pistol_bullet_anti_large_poison	false	nanu_ogr_pistol_bullet_anti_large_poison	pistol	false
nanu_ogr_pistol_bullet_multi	false	nanu_ogr_pistol_bullet_multi	pistol	false
nanu_ogr_pistol_bullet_multi_arcane_fire	false	nanu_ogr_pistol_bullet_multi_arcane_fire	pistol	false
nanu_ogr_pistol_bullet_multi_flaming	false	nanu_ogr_pistol_bullet_multi_flaming	pistol	false
nanu_ogr_pistol_bullet_multi_frozen	false	nanu_ogr_pistol_bullet_multi_frozen	pistol	false
nanu_ogr_pistol_bullet_multi_lightning	false	nanu_ogr_pistol_bullet_multi_lightning	pistol	false
nanu_ogr_pistol_bullet_multi_magic	false	nanu_ogr_pistol_bullet_multi_magic	pistol	false
nanu_ogr_pistol_bullet_multi_poison	false	nanu_ogr_pistol_bullet_multi_poison	pistol	false
