key	precursor	default_projectile	audio_type	use_secondary_ammo_pool
nanu_emp_archer_arrow_anti_large_magic	false	nanu_emp_archer_arrow_anti_large_magic	bow	false
nanu_emp_archer_arrow_anti_large_poison	false	nanu_emp_archer_arrow_anti_large_poison	bow	false
nanu_emp_archer_arrow_seeking	false	nanu_emp_archer_arrow_seeking	bow	false
nanu_emp_archer_arrow_seeking_arcane_fire	false	nanu_emp_archer_arrow_seeking_arcane_fire	bow	false
nanu_emp_archer_arrow_seeking_flaming	false	nanu_emp_archer_arrow_seeking_flaming	bow	false
nanu_emp_archer_arrow_seeking_frozen	false	nanu_emp_archer_arrow_seeking_frozen	bow	false
nanu_emp_archer_arrow_seeking_lightning	false	nanu_emp_archer_arrow_seeking_lightning	bow	false
nanu_emp_archer_arrow_seeking_magic	false	nanu_emp_archer_arrow_seeking_magic	bow	false
nanu_emp_archer_arrow_seeking_poison	false	nanu_emp_archer_arrow_seeking_poison	bow	false
nanu_emp_archer_arrow_multi	false	nanu_emp_archer_arrow_multi	bow	false
nanu_emp_archer_arrow_multi_arcane_fire	false	nanu_emp_archer_arrow_multi_arcane_fire	bow	false
nanu_emp_archer_arrow_multi_flaming	false	nanu_emp_archer_arrow_multi_flaming	bow	false
nanu_emp_archer_arrow_multi_frozen	false	nanu_emp_archer_arrow_multi_frozen	bow	false
nanu_emp_archer_arrow_multi_lightning	false	nanu_emp_archer_arrow_multi_lightning	bow	false
nanu_emp_archer_arrow_multi_magic	false	nanu_emp_archer_arrow_multi_magic	bow	false
nanu_emp_archer_arrow_multi_poison	false	nanu_emp_archer_arrow_multi_poison	bow	false
nanu_emp_crossbow_bolt_arcane_fire	false	nanu_emp_crossbow_bolt_arcane_fire	crossbow	false
nanu_emp_crossbow_bolt_flaming	false	nanu_emp_crossbow_bolt_flaming	crossbow	false
nanu_emp_crossbow_bolt_frozen	false	nanu_emp_crossbow_bolt_frozen	crossbow	false
nanu_emp_crossbow_bolt_lightning	false	nanu_emp_crossbow_bolt_lightning	crossbow	false
nanu_emp_crossbow_bolt_magic	false	nanu_emp_crossbow_bolt_magic	crossbow	false
nanu_emp_crossbow_bolt_poison	false	nanu_emp_crossbow_bolt_poison	crossbow	false
nanu_emp_crossbow_bolt_anti_infantry	false	nanu_emp_crossbow_bolt_anti_infantry	crossbow	false
nanu_emp_crossbow_bolt_anti_infantry_arcane_fire	false	nanu_emp_crossbow_bolt_anti_infantry_arcane_fire	crossbow	false
nanu_emp_crossbow_bolt_anti_infantry_flaming	false	nanu_emp_crossbow_bolt_anti_infantry_flaming	crossbow	false
nanu_emp_crossbow_bolt_anti_infantry_frozen	false	nanu_emp_crossbow_bolt_anti_infantry_frozen	crossbow	false
nanu_emp_crossbow_bolt_anti_infantry_lightning	false	nanu_emp_crossbow_bolt_anti_infantry_lightning	crossbow	false
nanu_emp_crossbow_bolt_anti_infantry_magic	false	nanu_emp_crossbow_bolt_anti_infantry_magic	crossbow	false
nanu_emp_crossbow_bolt_anti_infantry_poison	false	nanu_emp_crossbow_bolt_anti_infantry_poison	crossbow	false
nanu_emp_crossbow_bolt_anti_large	false	nanu_emp_crossbow_bolt_anti_large	crossbow	false
nanu_emp_crossbow_bolt_anti_large_arcane_fire	false	nanu_emp_crossbow_bolt_anti_large_arcane_fire	crossbow	false
nanu_emp_crossbow_bolt_anti_large_flaming	false	nanu_emp_crossbow_bolt_anti_large_flaming	crossbow	false
nanu_emp_crossbow_bolt_anti_large_frozen	false	nanu_emp_crossbow_bolt_anti_large_frozen	crossbow	false
nanu_emp_crossbow_bolt_anti_large_lightning	false	nanu_emp_crossbow_bolt_anti_large_lightning	crossbow	false
nanu_emp_crossbow_bolt_anti_large_magic	false	nanu_emp_crossbow_bolt_anti_large_magic	crossbow	false
nanu_emp_crossbow_bolt_anti_large_poison	false	nanu_emp_crossbow_bolt_anti_large_poison	crossbow	false
nanu_emp_crossbow_bolt_seeking	false	nanu_emp_crossbow_bolt_seeking	crossbow	false
nanu_emp_crossbow_bolt_seeking_arcane_fire	false	nanu_emp_crossbow_bolt_seeking_arcane_fire	crossbow	false
nanu_emp_crossbow_bolt_seeking_flaming	false	nanu_emp_crossbow_bolt_seeking_flaming	crossbow	false
nanu_emp_crossbow_bolt_seeking_frozen	false	nanu_emp_crossbow_bolt_seeking_frozen	crossbow	false
nanu_emp_crossbow_bolt_seeking_lightning	false	nanu_emp_crossbow_bolt_seeking_lightning	crossbow	false
nanu_emp_crossbow_bolt_seeking_magic	false	nanu_emp_crossbow_bolt_seeking_magic	crossbow	false
nanu_emp_crossbow_bolt_seeking_poison	false	nanu_emp_crossbow_bolt_seeking_poison	crossbow	false
nanu_emp_free_company_pistol_bullet_arcane_fire	false	nanu_emp_free_company_pistol_bullet_arcane_fire	pistol	false
nanu_emp_free_company_pistol_bullet_flaming	false	nanu_emp_free_company_pistol_bullet_flaming	pistol	false
nanu_emp_free_company_pistol_bullet_frozen	false	nanu_emp_free_company_pistol_bullet_frozen	pistol	false
nanu_emp_free_company_pistol_bullet_lightning	false	nanu_emp_free_company_pistol_bullet_lightning	pistol	false
nanu_emp_free_company_pistol_bullet_magic	false	nanu_emp_free_company_pistol_bullet_magic	pistol	false
nanu_emp_free_company_pistol_bullet_anti_infantry	false	nanu_emp_free_company_pistol_bullet_anti_infantry	pistol	false
nanu_emp_free_company_pistol_bullet_anti_infantry_arcane_fire	false	nanu_emp_free_company_pistol_bullet_anti_infantry_arcane_fire	pistol	false
nanu_emp_free_company_pistol_bullet_anti_infantry_flaming	false	nanu_emp_free_company_pistol_bullet_anti_infantry_flaming	pistol	false
nanu_emp_free_company_pistol_bullet_anti_infantry_frozen	false	nanu_emp_free_company_pistol_bullet_anti_infantry_frozen	pistol	false
nanu_emp_free_company_pistol_bullet_anti_infantry_lightning	false	nanu_emp_free_company_pistol_bullet_anti_infantry_lightning	pistol	false
nanu_emp_free_company_pistol_bullet_anti_infantry_magic	false	nanu_emp_free_company_pistol_bullet_anti_infantry_magic	pistol	false
nanu_emp_free_company_pistol_bullet_anti_large	false	nanu_emp_free_company_pistol_bullet_anti_large	pistol	false
nanu_emp_free_company_pistol_bullet_anti_large_arcane_fire	false	nanu_emp_free_company_pistol_bullet_anti_large_arcane_fire	pistol	false
nanu_emp_free_company_pistol_bullet_anti_large_flaming	false	nanu_emp_free_company_pistol_bullet_anti_large_flaming	pistol	false
nanu_emp_free_company_pistol_bullet_anti_large_frozen	false	nanu_emp_free_company_pistol_bullet_anti_large_frozen	pistol	false
nanu_emp_free_company_pistol_bullet_anti_large_lightning	false	nanu_emp_free_company_pistol_bullet_anti_large_lightning	pistol	false
nanu_emp_free_company_pistol_bullet_anti_large_magic	false	nanu_emp_free_company_pistol_bullet_anti_large_magic	pistol	false
nanu_emp_great_cannon_ball_arcane_fire	false	nanu_emp_great_cannon_ball_arcane_fire	great_cannon	false
nanu_emp_great_cannon_ball_flaming	false	nanu_emp_great_cannon_ball_flaming	great_cannon	false
nanu_emp_great_cannon_ball_frozen	false	nanu_emp_great_cannon_ball_frozen	great_cannon	false
nanu_emp_great_cannon_ball_lightning	false	nanu_emp_great_cannon_ball_lightning	great_cannon	false
nanu_emp_great_cannon_ball_magic	false	nanu_emp_great_cannon_ball_magic	great_cannon	false
nanu_emp_great_cannon_ball_exploding	false	nanu_emp_great_cannon_ball_exploding	great_cannon	false
nanu_emp_great_cannon_ball_exploding_arcane_fire	false	nanu_emp_great_cannon_ball_exploding_arcane_fire	great_cannon	false
nanu_emp_great_cannon_ball_exploding_flaming	false	nanu_emp_great_cannon_ball_exploding_flaming	great_cannon	false
nanu_emp_great_cannon_ball_exploding_frozen	false	nanu_emp_great_cannon_ball_exploding_frozen	great_cannon	false
nanu_emp_great_cannon_ball_exploding_lightning	false	nanu_emp_great_cannon_ball_exploding_lightning	great_cannon	false
nanu_emp_great_cannon_ball_exploding_magic	false	nanu_emp_great_cannon_ball_exploding_magic	great_cannon	false
nanu_emp_great_cannon_ball_multi	false	nanu_emp_great_cannon_ball_multi	great_cannon	false
nanu_emp_great_cannon_ball_multi_arcane_fire	false	nanu_emp_great_cannon_ball_multi_arcane_fire	great_cannon	false
nanu_emp_great_cannon_ball_multi_flaming	false	nanu_emp_great_cannon_ball_multi_flaming	great_cannon	false
nanu_emp_great_cannon_ball_multi_frozen	false	nanu_emp_great_cannon_ball_multi_frozen	great_cannon	false
nanu_emp_great_cannon_ball_multi_lightning	false	nanu_emp_great_cannon_ball_multi_lightning	great_cannon	false
nanu_emp_great_cannon_ball_multi_magic	false	nanu_emp_great_cannon_ball_multi_magic	great_cannon	false
nanu_emp_grenade_arcane_fire	false	nanu_emp_grenade_launcher_arcane_fire	grenade_launcher	false
nanu_emp_grenade_flaming	false	nanu_emp_grenade_launcher_flaming	grenade_launcher	false
nanu_emp_grenade_frozen	false	nanu_emp_grenade_launcher_frozen	grenade_launcher	false
nanu_emp_grenade_lightning	false	nanu_emp_grenade_launcher_lightning	grenade_launcher	false
nanu_emp_grenade_magic	false	nanu_emp_grenade_launcher_magic	grenade_launcher	false
nanu_emp_helblaster_bullet_arcane_fire	false	nanu_emp_helblaster_bullet_arcane_fire	gatling_gun	false
nanu_emp_helblaster_bullet_flaming	false	nanu_emp_helblaster_bullet_flaming	gatling_gun	false
nanu_emp_helblaster_bullet_frozen	false	nanu_emp_helblaster_bullet_frozen	gatling_gun	false
nanu_emp_helblaster_bullet_lightning	false	nanu_emp_helblaster_bullet_lightning	gatling_gun	false
nanu_emp_helblaster_bullet_magic	false	nanu_emp_helblaster_bullet_magic	gatling_gun	false
nanu_emp_huntsman_arrow_arcane_fire	false	nanu_emp_huntsman_arrow_arcane_fire	bow	false
nanu_emp_huntsman_arrow_flaming	false	nanu_emp_huntsman_arrow_flaming	bow	false
nanu_emp_huntsman_arrow_frozen	false	nanu_emp_huntsman_arrow_frozen	bow	false
nanu_emp_huntsman_arrow_lightning	false	nanu_emp_huntsman_arrow_lightning	bow	false
nanu_emp_huntsman_arrow_magic	false	nanu_emp_huntsman_arrow_magic	bow	false
nanu_emp_huntsman_arrow_poison	false	nanu_emp_huntsman_arrow_poison	bow	false
nanu_emp_huntsman_arrow_anti_infantry	false	nanu_emp_huntsman_arrow_anti_infantry	bow	false
nanu_emp_huntsman_arrow_anti_infantry_arcane_fire	false	nanu_emp_huntsman_arrow_anti_infantry_arcane_fire	bow	false
nanu_emp_huntsman_arrow_anti_infantry_flaming	false	nanu_emp_huntsman_arrow_anti_infantry_flaming	bow	false
nanu_emp_huntsman_arrow_anti_infantry_frozen	false	nanu_emp_huntsman_arrow_anti_infantry_frozen	bow	false
nanu_emp_huntsman_arrow_anti_infantry_lightning	false	nanu_emp_huntsman_arrow_anti_infantry_lightning	bow	false
nanu_emp_huntsman_arrow_anti_infantry_magic	false	nanu_emp_huntsman_arrow_anti_infantry_magic	bow	false
nanu_emp_huntsman_arrow_anti_infantry_poison	false	nanu_emp_huntsman_arrow_anti_infantry_poison	bow	false
nanu_emp_huntsman_arrow_anti_large	false	nanu_emp_huntsman_arrow_anti_large	bow	false
nanu_emp_huntsman_arrow_anti_large_arcane_fire	false	nanu_emp_huntsman_arrow_anti_large_arcane_fire	bow	false
nanu_emp_huntsman_arrow_anti_large_flaming	false	nanu_emp_huntsman_arrow_anti_large_flaming	bow	false
nanu_emp_huntsman_arrow_anti_large_frozen	false	nanu_emp_huntsman_arrow_anti_large_frozen	bow	false
nanu_emp_huntsman_arrow_anti_large_lightning	false	nanu_emp_huntsman_arrow_anti_large_lightning	bow	false
nanu_emp_huntsman_arrow_anti_large_magic	false	nanu_emp_huntsman_arrow_anti_large_magic	bow	false
nanu_emp_huntsman_arrow_anti_large_poison	false	nanu_emp_huntsman_arrow_anti_large_poison	bow	false
nanu_emp_huntsman_arrow_multi	false	nanu_emp_huntsman_arrow_multi	bow	false
nanu_emp_huntsman_arrow_multi_arcane_fire	false	nanu_emp_huntsman_arrow_multi_arcane_fire	bow	false
nanu_emp_huntsman_arrow_multi_flaming	false	nanu_emp_huntsman_arrow_multi_flaming	bow	false
nanu_emp_huntsman_arrow_multi_frozen	false	nanu_emp_huntsman_arrow_multi_frozen	bow	false
nanu_emp_huntsman_arrow_multi_lightning	false	nanu_emp_huntsman_arrow_multi_lightning	bow	false
nanu_emp_huntsman_arrow_multi_magic	false	nanu_emp_huntsman_arrow_multi_magic	bow	false
nanu_emp_huntsman_arrow_multi_poison	false	nanu_emp_huntsman_arrow_multi_poison	bow	false
nanu_emp_huntsman_arrow_seeking	false	nanu_emp_huntsman_arrow_seeking	bow	false
nanu_emp_huntsman_arrow_seeking_arcane_fire	false	nanu_emp_huntsman_arrow_seeking_arcane_fire	bow	false
nanu_emp_huntsman_arrow_seeking_flaming	false	nanu_emp_huntsman_arrow_seeking_flaming	bow	false
nanu_emp_huntsman_arrow_seeking_frozen	false	nanu_emp_huntsman_arrow_seeking_frozen	bow	false
nanu_emp_huntsman_arrow_seeking_lightning	false	nanu_emp_huntsman_arrow_seeking_lightning	bow	false
nanu_emp_huntsman_arrow_seeking_magic	false	nanu_emp_huntsman_arrow_seeking_magic	bow	false
nanu_emp_huntsman_arrow_seeking_poison	false	nanu_emp_huntsman_arrow_seeking_poison	bow	false
nanu_emp_mortar_bomb_arcane_fire	false	nanu_emp_mortar_bomb_arcane_fire	mortar	false
nanu_emp_mortar_bomb_flaming	false	nanu_emp_mortar_bomb_flaming	mortar	false
nanu_emp_mortar_bomb_frozen	false	nanu_emp_mortar_bomb_frozen	mortar	false
nanu_emp_mortar_bomb_lightning	false	nanu_emp_mortar_bomb_lightning	mortar	false
nanu_emp_mortar_bomb_magic	false	nanu_emp_mortar_bomb_magic	mortar	false
nanu_emp_mortar_bomb_multi	false	nanu_emp_mortar_bomb_multi	mortar	false
nanu_emp_mortar_bomb_multi_arcane_fire	false	nanu_emp_mortar_bomb_multi_arcane_fire	mortar	false
nanu_emp_mortar_bomb_multi_flaming	false	nanu_emp_mortar_bomb_multi_flaming	mortar	false
nanu_emp_mortar_bomb_multi_frozen	false	nanu_emp_mortar_bomb_multi_frozen	mortar	false
nanu_emp_mortar_bomb_multi_lightning	false	nanu_emp_mortar_bomb_multi_lightning	mortar	false
nanu_emp_mortar_bomb_multi_magic	false	nanu_emp_mortar_bomb_multi_magic	mortar	false
nanu_emp_pistolier_bullet_arcane_fire	false	nanu_emp_pistolier_bullet_arcane_fire	pistol	false
nanu_emp_pistolier_bullet_flaming	false	nanu_emp_pistolier_bullet_flaming	pistol	false
nanu_emp_pistolier_bullet_frozen	false	nanu_emp_pistolier_bullet_frozen	pistol	false
nanu_emp_pistolier_bullet_lightning	false	nanu_emp_pistolier_bullet_lightning	pistol	false
nanu_emp_pistolier_bullet_magic	false	nanu_emp_pistolier_bullet_magic	pistol	false
nanu_emp_pistolier_bullet_anti_infantry	false	nanu_emp_pistolier_bullet_anti_infantry	pistol	false
nanu_emp_pistolier_bullet_anti_infantry_arcane_fire	false	nanu_emp_pistolier_bullet_anti_infantry_arcane_fire	pistol	false
nanu_emp_pistolier_bullet_anti_infantry_flaming	false	nanu_emp_pistolier_bullet_anti_infantry_flaming	pistol	false
nanu_emp_pistolier_bullet_anti_infantry_frozen	false	nanu_emp_pistolier_bullet_anti_infantry_frozen	pistol	false
nanu_emp_pistolier_bullet_anti_infantry_lightning	false	nanu_emp_pistolier_bullet_anti_infantry_lightning	pistol	false
nanu_emp_pistolier_bullet_anti_infantry_magic	false	nanu_emp_pistolier_bullet_anti_infantry_magic	pistol	false
nanu_emp_pistolier_bullet_anti_large	false	nanu_emp_pistolier_bullet_anti_large	pistol	false
nanu_emp_pistolier_bullet_anti_large_arcane_fire	false	nanu_emp_pistolier_bullet_anti_large_arcane_fire	pistol	false
nanu_emp_pistolier_bullet_anti_large_flaming	false	nanu_emp_pistolier_bullet_anti_large_flaming	pistol	false
nanu_emp_pistolier_bullet_anti_large_frozen	false	nanu_emp_pistolier_bullet_anti_large_frozen	pistol	false
nanu_emp_pistolier_bullet_anti_large_lightning	false	nanu_emp_pistolier_bullet_anti_large_lightning	pistol	false
nanu_emp_pistolier_bullet_anti_large_magic	false	nanu_emp_pistolier_bullet_anti_large_magic	pistol	false
nanu_emp_rifle_bullet_arcane_fire	false	nanu_emp_rifle_bullet_arcane_fire	repeater_gun	false
nanu_emp_rifle_bullet_flaming	false	nanu_emp_rifle_bullet_flaming	repeater_gun	false
nanu_emp_rifle_bullet_frozen	false	nanu_emp_rifle_bullet_frozen	repeater_gun	false
nanu_emp_rifle_bullet_lightning	false	nanu_emp_rifle_bullet_lightning	repeater_gun	false
nanu_emp_rifle_bullet_magic	false	nanu_emp_rifle_bullet_magic	repeater_gun	false
nanu_emp_rifle_bullet_anti_infantry	false	nanu_emp_rifle_bullet_anti_infantry	repeater_gun	false
nanu_emp_rifle_bullet_anti_infantry_arcane_fire	false	nanu_emp_rifle_bullet_anti_infantry_arcane_fire	repeater_gun	false
nanu_emp_rifle_bullet_anti_infantry_flaming	false	nanu_emp_rifle_bullet_anti_infantry_flaming	repeater_gun	false
nanu_emp_rifle_bullet_anti_infantry_frozen	false	nanu_emp_rifle_bullet_anti_infantry_frozen	repeater_gun	false
nanu_emp_rifle_bullet_anti_infantry_lightning	false	nanu_emp_rifle_bullet_anti_infantry_lightning	repeater_gun	false
nanu_emp_rifle_bullet_anti_infantry_magic	false	nanu_emp_rifle_bullet_anti_infantry_magic	repeater_gun	false
nanu_emp_rifle_bullet_anti_large	false	nanu_emp_rifle_bullet_anti_large	repeater_gun	false
nanu_emp_rifle_bullet_anti_large_arcane_fire	false	nanu_emp_rifle_bullet_anti_large_arcane_fire	repeater_gun	false
nanu_emp_rifle_bullet_anti_large_flaming	false	nanu_emp_rifle_bullet_anti_large_flaming	repeater_gun	false
nanu_emp_rifle_bullet_anti_large_frozen	false	nanu_emp_rifle_bullet_anti_large_frozen	repeater_gun	false
nanu_emp_rifle_bullet_anti_large_lightning	false	nanu_emp_rifle_bullet_anti_large_lightning	repeater_gun	false
nanu_emp_rifle_bullet_anti_large_magic	false	nanu_emp_rifle_bullet_anti_large_magic	repeater_gun	false
nanu_emp_rifle_bullet_multi	false	nanu_emp_rifle_bullet_multi	repeater_gun	false
nanu_emp_rifle_bullet_multi_arcane_fire	false	nanu_emp_rifle_bullet_multi_arcane_fire	repeater_gun	false
nanu_emp_rifle_bullet_multi_flaming	false	nanu_emp_rifle_bullet_multi_flaming	repeater_gun	false
nanu_emp_rifle_bullet_multi_frozen	false	nanu_emp_rifle_bullet_multi_frozen	repeater_gun	false
nanu_emp_rifle_bullet_multi_lightning	false	nanu_emp_rifle_bullet_multi_lightning	repeater_gun	false
nanu_emp_rifle_bullet_multi_magic	false	nanu_emp_rifle_bullet_multi_magic	repeater_gun	false
nanu_emp_rifle_repeater_bullet_arcane_fire	false	nanu_emp_rifle_repeater_bullet_arcane_fire	repeater_rifle	false
nanu_emp_rifle_repeater_bullet_flaming	false	nanu_emp_rifle_repeater_bullet_flaming	repeater_rifle	false
nanu_emp_rifle_repeater_bullet_frozen	false	nanu_emp_rifle_repeater_bullet_frozen	repeater_rifle	false
nanu_emp_rifle_repeater_bullet_lightning	false	nanu_emp_rifle_repeater_bullet_lightning	repeater_rifle	false
nanu_emp_rifle_repeater_bullet_magic	false	nanu_emp_rifle_repeater_bullet_magic	repeater_rifle	false
nanu_emp_rifle_repeater_bullet_anti_infantry	false	nanu_emp_rifle_repeater_bullet_anti_infantry	repeater_rifle	false
nanu_emp_rifle_repeater_bullet_anti_infantry_arcane_fire	false	nanu_emp_rifle_repeater_bullet_anti_infantry_arcane_fire	repeater_rifle	false
nanu_emp_rifle_repeater_bullet_anti_infantry_flaming	false	nanu_emp_rifle_repeater_bullet_anti_infantry_flaming	repeater_rifle	false
nanu_emp_rifle_repeater_bullet_anti_infantry_frozen	false	nanu_emp_rifle_repeater_bullet_anti_infantry_frozen	repeater_rifle	false
nanu_emp_rifle_repeater_bullet_anti_infantry_lightning	false	nanu_emp_rifle_repeater_bullet_anti_infantry_lightning	repeater_rifle	false
nanu_emp_rifle_repeater_bullet_anti_infantry_magic	false	nanu_emp_rifle_repeater_bullet_anti_infantry_magic	repeater_rifle	false
nanu_emp_rifle_repeater_bullet_anti_large	false	nanu_emp_rifle_repeater_bullet_anti_large	repeater_rifle	false
nanu_emp_rifle_repeater_bullet_anti_large_arcane_fire	false	nanu_emp_rifle_repeater_bullet_anti_large_arcane_fire	repeater_rifle	false
nanu_emp_rifle_repeater_bullet_anti_large_flaming	false	nanu_emp_rifle_repeater_bullet_anti_large_flaming	repeater_rifle	false
nanu_emp_rifle_repeater_bullet_anti_large_frozen	false	nanu_emp_rifle_repeater_bullet_anti_large_frozen	repeater_rifle	false
nanu_emp_rifle_repeater_bullet_anti_large_lightning	false	nanu_emp_rifle_repeater_bullet_anti_large_lightning	repeater_rifle	false
nanu_emp_rifle_repeater_bullet_anti_large_magic	false	nanu_emp_rifle_repeater_bullet_anti_large_magic	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_arcane_fire	false	nanu_emp_rifle_war_wagon_bullet_arcane_fire	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_flaming	false	nanu_emp_rifle_war_wagon_bullet_flaming	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_frozen	false	nanu_emp_rifle_war_wagon_bullet_frozen	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_lightning	false	nanu_emp_rifle_war_wagon_bullet_lightning	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_magic	false	nanu_emp_rifle_war_wagon_bullet_magic	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_anti_infantry	false	nanu_emp_rifle_war_wagon_bullet_anti_infantry	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_anti_infantry_arcane_fire	false	nanu_emp_rifle_war_wagon_bullet_anti_infantry_arcane_fire	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_anti_infantry_flaming	false	nanu_emp_rifle_war_wagon_bullet_anti_infantry_flaming	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_anti_infantry_frozen	false	nanu_emp_rifle_war_wagon_bullet_anti_infantry_frozen	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_anti_infantry_lightning	false	nanu_emp_rifle_war_wagon_bullet_anti_infantry_lightning	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_anti_infantry_magic	false	nanu_emp_rifle_war_wagon_bullet_anti_infantry_magic	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_anti_large	false	nanu_emp_rifle_war_wagon_bullet_anti_large	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_anti_large_arcane_fire	false	nanu_emp_rifle_war_wagon_bullet_anti_large_arcane_fire	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_anti_large_flaming	false	nanu_emp_rifle_war_wagon_bullet_anti_large_flaming	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_anti_large_frozen	false	nanu_emp_rifle_war_wagon_bullet_anti_large_frozen	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_anti_large_lightning	false	nanu_emp_rifle_war_wagon_bullet_anti_large_lightning	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_anti_large_magic	false	nanu_emp_rifle_war_wagon_bullet_anti_large_magic	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_multi	false	nanu_emp_rifle_war_wagon_bullet_multi	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_multi_arcane_fire	false	nanu_emp_rifle_war_wagon_bullet_multi_arcane_fire	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_multi_flaming	false	nanu_emp_rifle_war_wagon_bullet_multi_flaming	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_multi_frozen	false	nanu_emp_rifle_war_wagon_bullet_multi_frozen	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_multi_lightning	false	nanu_emp_rifle_war_wagon_bullet_multi_lightning	repeater_rifle	false
nanu_emp_rifle_war_wagon_bullet_multi_magic	false	nanu_emp_rifle_war_wagon_bullet_multi_magic	repeater_rifle	false
nanu_emp_rifle_war_wagon_grenade_launcher	false	nanu_emp_rifle_war_wagon_grenade_launcher	grenade_launcher	false
nanu_emp_rifle_war_wagon_grenade_launcher_arcane_fire	false	nanu_emp_rifle_war_wagon_grenade_launcher_arcane_fire	grenade_launcher	false
nanu_emp_rifle_war_wagon_grenade_launcher_flaming	false	nanu_emp_rifle_war_wagon_grenade_launcher_flaming	grenade_launcher	false
nanu_emp_rifle_war_wagon_grenade_launcher_frozen	false	nanu_emp_rifle_war_wagon_grenade_launcher_frozen	grenade_launcher	false
nanu_emp_rifle_war_wagon_grenade_launcher_lightning	false	nanu_emp_rifle_war_wagon_grenade_launcher_lightning	grenade_launcher	false
nanu_emp_rifle_war_wagon_grenade_launcher_magic	false	nanu_emp_rifle_war_wagon_grenade_launcher_magic	grenade_launcher	false
nanu_emp_rocket_arcane_fire	false	nanu_emp_rocket_arcane_fire	rocket_battery	false
nanu_emp_rocket_flaming	false	nanu_emp_rocket_flaming	rocket_battery	false
nanu_emp_rocket_frozen	false	nanu_emp_rocket_frozen	rocket_battery	false
nanu_emp_rocket_lightning	false	nanu_emp_rocket_lightning	rocket_battery	false
nanu_emp_rocket_magic	false	nanu_emp_rocket_magic	rocket_battery	false
nanu_emp_rifle_ironside_bullet_arcane_fire	false	nanu_emp_rifle_ironside_bullet_arcane_fire	repeater_rifle	false
nanu_emp_rifle_ironside_bullet_flaming	false	nanu_emp_rifle_ironside_bullet_flaming	repeater_rifle	false
nanu_emp_rifle_ironside_bullet_frozen	false	nanu_emp_rifle_ironside_bullet_frozen	repeater_rifle	false
