key	precursor	default_projectile	audio_type	use_secondary_ammo_pool
nanu_def_horse_crossbow_bolt_anti_infantry_magic	false	nanu_def_horse_crossbow_bolt_anti_infantry_magic	crossbow	false
nanu_def_horse_crossbow_bolt_anti_infantry_poison	false	nanu_def_horse_crossbow_bolt_anti_infantry_poison	crossbow	false
nanu_def_horse_crossbow_bolt_anti_large	false	nanu_def_horse_crossbow_bolt_anti_large	crossbow	false
nanu_def_horse_crossbow_bolt_anti_large_arcane_fire	false	nanu_def_horse_crossbow_bolt_anti_large_arcane_fire	crossbow	false
nanu_def_horse_crossbow_bolt_anti_large_flaming	false	nanu_def_horse_crossbow_bolt_anti_large_flaming	crossbow	false
nanu_def_horse_crossbow_bolt_anti_large_magic	false	nanu_def_horse_crossbow_bolt_anti_large_magic	crossbow	false
nanu_def_horse_crossbow_bolt_anti_large_poison	false	nanu_def_horse_crossbow_bolt_anti_large_poison	crossbow	false
nanu_def_shade_crossbow_bolt_arcane_fire	false	nanu_def_shade_crossbow_bolt_arcane_fire	crossbow	false
nanu_def_shade_crossbow_bolt_flaming	false	nanu_def_shade_crossbow_bolt_flaming	crossbow	false
nanu_def_shade_crossbow_bolt_magic	false	nanu_def_shade_crossbow_bolt_magic	crossbow	false
nanu_def_shade_crossbow_bolt_poison	false	nanu_def_shade_crossbow_bolt_poison	crossbow	false
nanu_def_shade_crossbow_bolt_anti_infantry	false	nanu_def_shade_crossbow_bolt_anti_infantry	crossbow	false
nanu_def_shade_crossbow_bolt_anti_infantry_arcane_fire	false	nanu_def_shade_crossbow_bolt_anti_infantry_arcane_fire	crossbow	false
nanu_def_shade_crossbow_bolt_anti_infantry_flaming	false	nanu_def_shade_crossbow_bolt_anti_infantry_flaming	crossbow	false
nanu_def_shade_crossbow_bolt_anti_infantry_magic	false	nanu_def_shade_crossbow_bolt_anti_infantry_magic	crossbow	false
nanu_def_shade_crossbow_bolt_anti_infantry_poison	false	nanu_def_shade_crossbow_bolt_anti_infantry_poison	crossbow	false
nanu_def_shade_crossbow_bolt_anti_large	false	nanu_def_shade_crossbow_bolt_anti_large	crossbow	false
nanu_def_shade_crossbow_bolt_anti_large_arcane_fire	false	nanu_def_shade_crossbow_bolt_anti_large_arcane_fire	crossbow	false
nanu_def_shade_crossbow_bolt_anti_large_flaming	false	nanu_def_shade_crossbow_bolt_anti_large_flaming	crossbow	false
nanu_def_shade_crossbow_bolt_anti_large_magic	false	nanu_def_shade_crossbow_bolt_anti_large_magic	crossbow	false
nanu_def_shade_crossbow_bolt_anti_large_poison	false	nanu_def_shade_crossbow_bolt_anti_large_poison	crossbow	false
nanu_def_handbow_bolt_arcane_fire	false	nanu_def_handbow_bolt_arcane_fire	crossbow	false
nanu_def_handbow_bolt_flaming	false	nanu_def_handbow_bolt_flaming	crossbow	false
nanu_def_handbow_bolt_magic	false	nanu_def_handbow_bolt_magic	crossbow	false
nanu_def_handbow_bolt_poison	false	nanu_def_handbow_bolt_poison	crossbow	false
nanu_def_handbow_bolt_anti_infantry	false	nanu_def_handbow_bolt_anti_infantry	crossbow	false
nanu_def_handbow_bolt_anti_infantry_arcane_fire	false	nanu_def_handbow_bolt_anti_infantry_arcane_fire	crossbow	false
nanu_def_handbow_bolt_anti_infantry_flaming	false	nanu_def_handbow_bolt_anti_infantry_flaming	crossbow	false
nanu_def_handbow_bolt_anti_infantry_magic	false	nanu_def_handbow_bolt_anti_infantry_magic	crossbow	false
nanu_def_handbow_bolt_anti_infantry_poison	false	nanu_def_handbow_bolt_anti_infantry_poison	crossbow	false
nanu_def_handbow_bolt_anti_large	false	nanu_def_handbow_bolt_anti_large	crossbow	false
nanu_def_handbow_bolt_anti_large_arcane_fire	false	nanu_def_handbow_bolt_anti_large_arcane_fire	crossbow	false
nanu_def_handbow_bolt_anti_large_flaming	false	nanu_def_handbow_bolt_anti_large_flaming	crossbow	false
nanu_def_handbow_bolt_anti_large_magic	false	nanu_def_handbow_bolt_anti_large_magic	crossbow	false
nanu_def_handbow_bolt_anti_large_poison	false	nanu_def_handbow_bolt_anti_large_poison	crossbow	false
nanu_def_harpoon_scourgerunner_chariot_arcane_fire 	false	nanu_def_harpoon_scourgerunner_chariot_arcane_fire 	wh2_dlc14_scourge_harpoon	false
nanu_def_harpoon_scourgerunner_chariot_flaming	false	nanu_def_harpoon_scourgerunner_chariot_flaming	wh2_dlc14_scourge_harpoon	false
nanu_def_harpoon_scourgerunner_chariot_magic	false	nanu_def_harpoon_scourgerunner_chariot_magic	wh2_dlc14_scourge_harpoon	false
nanu_def_harpoon_scourgerunner_chariot_poison	false	nanu_def_harpoon_scourgerunner_chariot_poison	wh2_dlc14_scourge_harpoon	false
