key	cost	effect_bundle	category	pre_requisite_set
nanu_dynamic_ror_ability_all_aura_of_ensorcelling_piercing_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_piercing_magic_attacks_ammo_type_magic	weapon	
nanu_dynamic_ror_ability_all_aura_of_ensorcelling_poison_contact_magic_attacks_ammo_type_poison	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_poison_contact_magic_attacks_ammo_type_poison	weapon	
nanu_dynamic_ror_ability_all_aura_of_healing	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_aura_of_healing	armour	
nanu_dynamic_ror_ability_all_aura_of_hexing	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_aura_of_hexing	armour	
nanu_dynamic_ror_ability_all_barrier_boost	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_barrier_boost	armour	
nanu_dynamic_ror_ability_all_chain_lightining_urannons_thunderbolt	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_chain_lightining_urannons_thunderbolt	weapon	
nanu_dynamic_ror_ability_all_chain_lightning	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_chain_lightning	weapon	
nanu_dynamic_ror_ability_all_ensorcelled_weapons_flaming_arcane_fire_attacks_ammo_type_arcane_fire	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_ensorcelled_weapons_flaming_arcane_fire_attacks_ammo_type_arcane_fire	weapon	
nanu_dynamic_ror_ability_all_ensorcelled_weapons_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_ensorcelled_weapons_magic_attacks_ammo_type_magic	weapon	
nanu_dynamic_ror_ability_all_ensorcelled_weapons_piercing_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_ensorcelled_weapons_piercing_magic_attacks_ammo_type_magic	weapon	
nanu_dynamic_ror_ability_all_ensorcelled_weapons_poison_contact_magic_attacks_ammo_type_poison	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_ensorcelled_weapons_poison_contact_magic_attacks_ammo_type_poison	weapon	
nanu_dynamic_ror_ability_all_field_medic_encourage	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_field_medic_encourage	armour	
nanu_dynamic_ror_ability_all_freezing_aura_contact_freezing_attacks_ammo_type_frozen	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_freezing_aura_contact_freezing_attacks_ammo_type_frozen	armour	
nanu_dynamic_ror_ability_all_freezing_aura_contact_frostbite_attacks_ammo_type_frozen	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_freezing_aura_contact_frostbite_attacks_ammo_type_frozen	armour	
nanu_dynamic_ror_ability_all_frostfire_tempest	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_frostfire_tempest	weapon	
nanu_dynamic_ror_ability_all_frostfire_tempest_contact_frostfire_attacks_ammo_type_frozen	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_frostfire_tempest_contact_frostfire_attacks_ammo_type_frozen	weapon	
nanu_dynamic_ror_ability_all_frozen_tomb	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_frozen_tomb	armour	
nanu_dynamic_ror_ability_all_frozen_tomb_aoe	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_frozen_tomb_aoe	armour	
nanu_dynamic_ror_ability_all_hunter_snare	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_hunter_snare	weapon	
nanu_dynamic_ror_ability_all_hunter_trap	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_hunter_trap	weapon	
nanu_dynamic_ror_ability_all_magma_storm	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_magma_storm	weapon	
nanu_dynamic_ror_ability_all_searing_doom	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_searing_doom	weapon	
nanu_dynamic_ror_ability_all_unstable_winds	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_unstable_winds	weapon	
nanu_dynamic_ror_ability_all_urannons_thunderbolt	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_urannons_thunderbolt	weapon	
nanu_dynamic_ror_ability_all_wake_of_fire_flaming_sword_of_rhuin_contact_scorching_flaming_attacks_ammo_type_flaming	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_all_wake_of_fire_flaming_sword_of_rhuin_contact_scorching_flaming_attacks_ammo_type_flaming	weapon	
nanu_dynamic_ror_ability_melee_aura_of_blood	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_aura_of_blood	armour	
nanu_dynamic_ror_ability_melee_aura_of_dispelling	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_aura_of_dispelling	armour	
nanu_dynamic_ror_ability_melee_aura_of_protection	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_aura_of_protection	armour	
nanu_dynamic_ror_ability_melee_aura_of_purity	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_aura_of_purity	armour	
nanu_dynamic_ror_ability_melee_aura_of_rust	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_aura_of_rust	armour	
nanu_dynamic_ror_ability_melee_aura_of_shielding	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_aura_of_shielding	armour	
nanu_dynamic_ror_ability_melee_aura_of_warding	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_aura_of_warding	armour	
nanu_dynamic_ror_ability_melee_bathed_in_blood	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_bathed_in_blood	weapon	
nanu_dynamic_ror_ability_melee_bathed_in_blood_bonus_vs_infantry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_bathed_in_blood_bonus_vs_infantry	weapon	
nanu_dynamic_ror_ability_melee_beacon_of_hope	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_beacon_of_hope	armour	
nanu_dynamic_ror_ability_melee_berserk	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_berserk	weapon	
nanu_dynamic_ror_ability_melee_berserk_bloodthirsty_rampage	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_berserk_bloodthirsty_rampage	weapon	
nanu_dynamic_ror_ability_melee_berserk_terrifying_rampage	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_berserk_terrifying_rampage	weapon	
nanu_dynamic_ror_ability_melee_berserk_unstoppable_rampage	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_berserk_unstoppable_rampage	weapon	
nanu_dynamic_ror_ability_melee_blazing_aura_contact_burning_flaming_attacks	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_blazing_aura_contact_burning_flaming_attacks	weapon	
nanu_dynamic_ror_ability_melee_blazing_aura_contact_searing_flaming_attacks	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_blazing_aura_contact_searing_flaming_attacks	weapon	
nanu_dynamic_ror_ability_melee_blazing_aura_flaming_attacks	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_blazing_aura_flaming_attacks	weapon	
nanu_dynamic_ror_ability_melee_blinding_radiance	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_blinding_radiance	weapon	
nanu_dynamic_ror_ability_melee_blood_frenzy	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_blood_frenzy	weapon	
nanu_dynamic_ror_ability_melee_bloodgreed	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_bloodgreed	weapon	
nanu_dynamic_ror_ability_melee_bloodthirst	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_bloodthirst	weapon	
nanu_dynamic_ror_ability_melee_chaos_armour	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_chaos_armour	armour	
nanu_dynamic_ror_ability_melee_charge_breaker	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_charge_breaker	weapon	
nanu_dynamic_ror_ability_melee_chilling_aura	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_chilling_aura	armour	
nanu_dynamic_ror_ability_melee_clairvoyance	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_clairvoyance	armour	
nanu_dynamic_ror_ability_melee_clairvoyance_attribute_piercing_gaze	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_clairvoyance_attribute_piercing_gaze	weapon	
nanu_dynamic_ror_ability_melee_colossal_strike_bonus_vs_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_colossal_strike_bonus_vs_large	weapon	
nanu_dynamic_ror_ability_melee_courage_in_death	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_courage_in_death	weapon	
nanu_dynamic_ror_ability_melee_crowfeast	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_crowfeast	weapon	
nanu_dynamic_ror_ability_melee_crush_the_weak	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_crush_the_weak	weapon	
nanu_dynamic_ror_ability_melee_deadly_onslaught	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_deadly_onslaught	weapon	
nanu_dynamic_ror_ability_melee_dread_aversion	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_dread_aversion	weapon	
nanu_dynamic_ror_ability_melee_dread_legion_causes_terror	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_dread_legion_causes_terror	weapon	
nanu_dynamic_ror_ability_melee_ever_burning_light_contact_blinding	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_ever_burning_light_contact_blinding	weapon	
nanu_dynamic_ror_ability_melee_flame_incarnate_contact_burning_flaming_attacks_ammo_type_flaming	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_flame_incarnate_contact_burning_flaming_attacks_ammo_type_flaming	armour	
nanu_dynamic_ror_ability_melee_flame_incarnate_contact_scorching_flaming_attacks_ammo_type_flaming	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_flame_incarnate_contact_scorching_flaming_attacks_ammo_type_flaming	armour	
nanu_dynamic_ror_ability_melee_flame_incarnate_contact_searing_flaming_attacks_ammo_type_flaming	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_flame_incarnate_contact_searing_flaming_attacks_ammo_type_flaming	armour	
nanu_dynamic_ror_ability_melee_flame_incarnate_flaming_attacks_ammo_type_flaming	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_flame_incarnate_flaming_attacks_ammo_type_flaming	armour	
nanu_dynamic_ror_ability_melee_flesh_stitch	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_flesh_stitch	weapon	
nanu_dynamic_ror_ability_melee_freezing_aura	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_freezing_aura	armour	
nanu_dynamic_ror_ability_melee_frenzied_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_frenzied_charge	weapon	
nanu_dynamic_ror_ability_melee_frenzy_immPsy	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_frenzy_immPsy	weapon	
nanu_dynamic_ror_ability_melee_gorefeast	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_gorefeast	weapon	
nanu_dynamic_ror_ability_melee_gravity_shift	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_gravity_shift	weapon	
nanu_dynamic_ror_ability_melee_grim_resolve_immPsy	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_grim_resolve_immPsy	armour	
nanu_dynamic_ror_ability_melee_guardian	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_guardian	armour	
nanu_dynamic_ror_ability_melee_heroic_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_heroic_charge	weapon	
nanu_dynamic_ror_ability_melee_heroic_killing_blow	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_heroic_killing_blow	weapon	
nanu_dynamic_ror_ability_melee_hold_the_line	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_hold_the_line	armour	
nanu_dynamic_ror_ability_melee_holy_aura	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_holy_aura	armour	
nanu_dynamic_ror_ability_melee_horrible_regeneration	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_horrible_regeneration	armour	
nanu_dynamic_ror_ability_melee_immaculate_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_immaculate_charge	weapon	
nanu_dynamic_ror_ability_melee_miasma_of_dispair	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_miasma_of_dispair	weapon	
nanu_dynamic_ror_ability_melee_monstrous_strength_bonus_vs_infantry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_monstrous_strength_bonus_vs_infantry	weapon	
nanu_dynamic_ror_ability_melee_murderous_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_murderous_charge	weapon	
nanu_dynamic_ror_ability_melee_overwhelming_odor	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_overwhelming_odor	armour	
nanu_dynamic_ror_ability_melee_primal_instincts	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_primal_instincts	weapon	
nanu_dynamic_ror_ability_melee_rage	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_rage	weapon	
nanu_dynamic_ror_ability_melee_regeneration	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_regeneration	armour	
nanu_dynamic_ror_ability_melee_relentless_assault	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_relentless_assault	weapon	
nanu_dynamic_ror_ability_melee_resplendent_armour	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_resplendent_armour	armour	
nanu_dynamic_ror_ability_melee_rowdy	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_rowdy	weapon	
nanu_dynamic_ror_ability_melee_run_them_down	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_run_them_down	weapon	
nanu_dynamic_ror_ability_melee_soothing_warmth	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_soothing_warmth	armour	
nanu_dynamic_ror_ability_melee_soul_rend	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_soul_rend	weapon	
nanu_dynamic_ror_ability_melee_spurting_bile_blood	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_spurting_bile_blood	weapon	
nanu_dynamic_ror_ability_melee_stand_or_die	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_stand_or_die	armour	
nanu_dynamic_ror_ability_melee_stand_your_ground	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_stand_your_ground	armour	
nanu_dynamic_ror_ability_melee_strength_from_flesh	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_strength_from_flesh	weapon	
nanu_dynamic_ror_ability_melee_terrifying_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_terrifying_charge	weapon	
nanu_dynamic_ror_ability_melee_the_hunger	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_the_hunger	weapon	
nanu_dynamic_ror_ability_melee_thornmail	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_thornmail	armour	
nanu_dynamic_ror_ability_melee_thunderous_aura	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_thunderous_aura	armour	
nanu_dynamic_ror_ability_melee_thunderous_aura_greater	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_thunderous_aura_greater	armour	
nanu_dynamic_ror_ability_melee_undaunted_immPsy	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_undaunted_immPsy	armour	
nanu_dynamic_ror_ability_melee_undeath_resurgent	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_undeath_resurgent	armour	
nanu_dynamic_ror_ability_melee_undying_tide	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_undying_tide	armour	
nanu_dynamic_ror_ability_melee_unstoppable_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_unstoppable_charge	weapon	
nanu_dynamic_ror_ability_melee_valiant_war_cry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_valiant_war_cry	weapon	
nanu_dynamic_ror_ability_melee_vengeful_war_cry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_vengeful_war_cry	weapon	
nanu_dynamic_ror_ability_melee_vicious_war_cry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_vicious_war_cry	weapon	
nanu_dynamic_ror_ability_melee_violent_war_cry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_violent_war_cry	weapon	
nanu_dynamic_ror_ability_melee_wake_of_fire	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_wake_of_fire	weapon	
nanu_dynamic_ror_ability_melee_withering_heat	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_withering_heat	weapon	
nanu_dynamic_ror_ability_melee_withering_heat_flaming_attacks_ammo_type_flaming	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_melee_withering_heat_flaming_attacks_ammo_type_flaming	weapon	
nanu_dynamic_ror_ability_powder_entrench	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_powder_entrench	arrow	
nanu_dynamic_ror_ability_powder_firing_line	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_powder_firing_line	arrow	
nanu_dynamic_ror_ability_powder_firing_line_aoe	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_powder_firing_line_aoe	arrow	
nanu_dynamic_ror_ability_ranged_expert_skirmisher	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_ranged_expert_skirmisher	arrow	
nanu_dynamic_ror_ability_ranged_hawkish_precision	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_ranged_hawkish_precision	arrow	
nanu_dynamic_ror_ability_ranged_rapid_fire	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_ranged_rapid_fire	arrow	
nanu_dynamic_ror_ability_ranged_rapid_fire_aoe	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_ranged_rapid_fire_aoe	arrow	
nanu_dynamic_ror_ability_ranged_slippery_attribute_stalk_vanguard	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_ranged_slippery_attribute_stalk_vanguard	arrow	
nanu_dynamic_ror_ability_ranged_slippery_attribute_stalk_vanguard_snipe	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_ranged_slippery_attribute_stalk_vanguard_snipe	arrow	
nanu_dynamic_ror_ability_ranged_smokebomb	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_ability_ranged_smokebomb	arrow	
