id	duration	effect_type	requested_stance	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	damage_amount	max_damaged_entities	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group	spreading	freeze_recharge	heal_amount	barrier_heal_amount	remove_magical	execute_ratio
nanu_unit_contact_deadly_poison	10.0000	negative		false	false	0.0050	0.0000	0.0000	1.0000	32	1	false	0.0000	0.0000	false	0		wh2_dlc16_acidic_musk_glands		false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_deathfrost	10.0000	negative		false	false	0.0100	0.0000	0.0000	1.0000	16	1	false	0.0000	0.0000	false	0		wh_dlc08_chill_cloud		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_disharmony	10.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_hp_damage_passive		false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_electrified	10.0000	negative		false	false	0.0000	0.0000	0.2500	0.0000	0	0	false	0.0000	0.0000	false	0		nanu_particle_effect_static_electricity_small	wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_entangled	10.0000	negative		false	false	0.0050	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_entropic	10.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh2_main_unit_contact_weeping_blade		false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_exposed	10.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_debuff_defence_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_freezing	10.0000	negative		false	false	0.0100	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_dlc08_chill_cloud		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_frostfire	10.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	10				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_naphtha	10.0000	negative		false	false	0.0000	0.0000	0.0000	1.0000	16	2	false	0.0000	0.0000	false	0		wh3_dlc23_hashut_ash_storm		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_nightgoblin_poison	15.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_nightgoblin_poison_enable	15.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0	nanu_unit_contact_nightgoblin_poison			false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_potent_poison	10.0000	negative		false	false	0.0050	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_nurgle_miasma_of_pestilence		false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_rampaging_poison	15.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_rampaging_poison_enable	15.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0	nanu_unit_contact_rampaging_poison			false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_searing	10.0000	negative		false	false	0.0000	0.0000	0.0000	1.0000	16	2	false	0.0000	0.0000	false	0		wh3_dlc23_daemon_flask_of_ashak_enemy		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_shocking	10.0000	negative		false	false	0.0000	0.0000	0.2500	0.0000	0	0	false	0.0000	0.0000	false	0		nanu_particle_effect_static_electricity_small	wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_toxic_sludge	10.0000	negative		false	false	0.0000	0.0000	0.0000	1.0000	4	4	false	0.0000	0.0000	false	0		wh2_dlc16_acidic_musk_glands		false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_virulent_poison	10.0000	negative		false	false	0.0050	0.0000	0.0000	1.0000	8	4	false	0.0000	0.0000	false	0		wh2_dlc16_acidic_musk_glands		false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_warp_shock	10.0000	negative		false	false	0.0000	0.0000	0.2500	0.0000	0	0	false	0.0000	0.0000	false	0		nanu_particle_effect_warp_static_small	wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_warp_zap	10.0000	negative		false	false	0.0000	0.0000	0.2500	0.0000	0	0	false	0.0000	0.0000	false	0		nanu_particle_effect_warp_static_small	wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_contact_weakened	10.0000	negative		false	false	0.0050	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh2_dlc14_spell_stealth_brittle_bone		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_acceleration_boost_hidden	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				true	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_amphibious	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_aura_of_blood	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_ward_save_all_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_aura_of_dispelling_ally	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_ward_save_all_passive		false	true	false	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_aura_of_dispelling_enemy	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	-0.1000	0.0000	false	0		wh_main_generic_debuff_morale		false	false	true	0.0000			false	0.0000	0.0000	true	0.0000
nanu_unit_passive_aura_of_healing	-1.0000	positive		false	false	0.0000	0.0000	0.0000	1.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0025	0.0000	false	0.0000
nanu_unit_passive_aura_of_hexing	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_aura_of_protection	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_ward_save_all_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_aura_of_purity	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_ward_save_all_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_aura_of_rust	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_metal_plague_of_rust		false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_aura_of_shielding	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_ward_save_all_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_aura_of_warding	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_ward_save_all_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_banish_daemons	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.2500	2	2	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_banish_undead	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.2500	2	2	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_beacon_of_hope	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_blazing_aura	-1.0000	negative		false	false	0.0000	0.0000	0.0000	1.0000	2	5	false	0.0000	0.0000	false	0		wh3_dlc23_daemon_flask_of_ashak_enemy		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_blood_gods_rage	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_blood_rage	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_bloodthirst	-1.0000	positive		false	false	-0.0050	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_bloodthirsty_rampage	-1.0000	positive		false	false	-0.0100	0.0000	0.0000	1.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack		false	true	true	0.0000			false	0.0050	0.0000	false	0.0000
nanu_unit_passive_brace	15.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_ward_save_all_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_cathayan_martial_mastery	-1.0000	positive		false	false	-0.0100	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_charge_breaker	10.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_hp_damage_passive		false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_clairvoyance	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_ward_save_all_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_counter_charge	15.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence_morale	wh_ability_positive_aoe	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_courage_in_death	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_crabfeast	-1.0000	negative		false	false	0.0000	0.0000	0.0000	1.0000	1	16	false	0.0000	0.0000	false	0		wh_main_generic_debuff_morale_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_crowfeast	-1.0000	negative		false	false	0.0000	0.0000	0.0000	1.0000	8	2	false	0.0000	0.0000	false	0		wh3_dlc24_incarnate_flock_of_doom		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_crush_the_weak	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_dark_prince_forsaken	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_hp_damage_passive		false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_disharmony	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_hp_damage_passive		false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_dread_legion	5.0000	positive		false	false	-0.0500	0.0000	0.0000	1.0000	0	0	true	0.0000	0.0000	false	0		wh3_dlc23_darkened_mist		false	true	true	0.0000			false	0.1000	0.0000	false	0.0000
nanu_unit_passive_ensorcelled_weapons	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	true	0		wh_main_generic_buff_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_ensorcelled_weapons_entropic	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	true	0		wh_main_generic_buff_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_ensorcelled_weapons_flaming	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	true	25		wh_main_generic_buff_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_ensorcelled_weapons_poison	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	true	0	wh_main_unit_contact_poison	wh_main_generic_buff_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_entrench	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_ward_save_all_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_entrench_digging	25.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_ever_burning_light	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	25	nanu_unit_contact_blinded	wh_main_generic_buff_defence_morale		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_expert_skirmisher	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_field_medic	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0050	0.0000	false	0.0000
nanu_unit_passive_flame_incarnate	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	1				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_flanker	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence_morale	wh_ability_positive_aoe	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_flesh_stitch	-1.0000	positive		false	false	0.0000	0.0000	0.0000	1.0000	0	0	true	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0100	0.0000	false	0.0000
nanu_unit_passive_forest_stalker	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_freezing_aura	-1.0000	negative		false	false	0.0100	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_dlc08_chill_cloud		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_frenzied_charge	15.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_from_the_mist	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_ward_save_all_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_gravity_shift	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_hawkish_precision	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_heroic_charge	15.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence_morale	wh_ability_positive_aoe	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_holy_aura	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_immaculate_charge	7.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence_morale	wh_ability_positive_aoe	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_kvas_flasks	15.0000	positive		false	false	-0.0250	0.0000	0.0000	1.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_hp_regen_passive		false	true	true	0.0000			false	0.0080	0.0000	false	0.0000
nanu_unit_passive_living_armour	-1.0000	positive		false	false	-0.0100	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0025	0.0000	false	0.0000
nanu_unit_passive_luck_of_ranald_i	15.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack	wh_ability_positive	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_luck_of_ranald_ii	15.0000	positive		false	false	-0.0200	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence	wh_ability_positive	false	true	true	0.0200			false	0.0000	0.7500	false	0.0000
nanu_unit_passive_luck_of_ranald_iii	15.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_murderous_mastery	-1.0000	positive		false	false	-0.0100	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_piercing_gaze	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_purge_the_foul	-1.0000	negative		false	false	0.0100	0.0000	0.0000	1.0000	2	16	false	0.0000	0.0000	false	0		wh_main_generic_hp_damage_passive		false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_relentless_assault	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_resplendent_armour	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_resplendent_armour_enemy	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_run_them_down	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_soothing_warmth	-1.0000	positive		false	false	-0.0050	0.0000	0.0000	1.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack		false	true	true	0.0000			false	0.0005	0.0000	false	0.0000
nanu_unit_passive_spellshield	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_ward_save_all_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
