key	text	tooltip
effects_description_nanu_attribute_cause_terror_vs_bst	Attribute: Causes Terror when fighting against Beastmen	false
effects_description_nanu_attribute_cause_terror_vs_elves	Attribute: Causes Terror when fighting against Elves	false
effects_description_nanu_attribute_cause_terror_vs_empire	Attribute: Causes Terror when fighting against Empire	false
effects_description_nanu_attribute_cause_terror_vs_forces_of_destruction	Attribute: Causes Terror when fighting against Greenskins, Skaven, Dark Elves, Beastmen, Warriors of Chaos, Daemons of Chaos and Norsca	false
effects_description_nanu_attribute_cause_terror_vs_forces_of_order	Attribute: Causes Terror when fighting against High Elves, Lizardmen, Dwarfs and men	false
effects_description_nanu_attribute_cause_terror_vs_hef	Attribute: Causes Terror when fighting against High Elves	false
effects_description_nanu_attribute_cause_terror_vs_human	Attribute: Causes Terror when fighting against Humans	false
effects_description_nanu_attribute_cause_terror_vs_khorne	Attribute: Causes Terror when fighting against Khornate Factions	false
effects_description_nanu_attribute_cause_terror_vs_lzd	Attribute: Causes Terror when fighting against Lizardmen	false
effects_description_nanu_attribute_cause_terror_vs_slaanesh	Attribute: Causes Terror when fighting against Slaaneshi Factions	false
effects_description_nanu_attribute_cause_terror_vs_wef	Attribute: Causes Terror when fighting against Wood Elves	false
effects_description_nanu_attribute_enable_encourage	Attribute: Encourage	false
effects_description_nanu_attribute_enable_flanking_immune	Attribute: Immune to Flanking	false
effects_description_nanu_attribute_enable_glorious_charge	Attribute: Glorious Charge	false
effects_description_nanu_attribute_enable_knight	Attribute: Knight	false
effects_description_nanu_attribute_enable_ogre_charge	Attribute: Ogre Charge	false
effects_description_nanu_attribute_immPsy_vs_chaos	Attribute: Immune to Psychology when fighting against Warriors of Chaos, Daemons of Chaos and Norsca	false
effects_description_nanu_attribute_immPsy_vs_forces_of_destruction	Attribute: Immune to Psychology when fighting against Greenskins, Skaven, Dark Elves, Beastmen, Warriors of Chaos, Daemons of Chaos and Norsca	false
effects_description_nanu_attribute_immPsy_vs_khorne	Attribute: Immune to Psychology when fighting against Khornate Factions	false
effects_description_nanu_attribute_immPsy_vs_lizardmen	Attribute: Immune to Psychology when fighting against Lizardmen	false
effects_description_nanu_attribute_immPsy_vs_nurgle	Attribute: Immune to Psychology when fighting against Nurglish Factions	false
effects_description_nanu_attribute_immPsy_vs_slaanesh	Attribute: Immune to Psychology when fighting against Slaaneshi Factions	false
effects_description_nanu_attribute_immPsy_vs_undead	Attribute: Immune to Psychology when fighting against Undead Factions	false
effects_description_nanu_attribute_unbreakable_vs_chaos	Attribute: Unbreakable when fighting against Warriors of Chaos, Daemons of Chaos and Norsca	false
effects_description_nanu_attribute_unbreakable_vs_forces_of_destruction	Attribute: Unbreakable when fighting against Greenskins, Skaven, Dark Elves, Beastmen, Warriors of Chaos, Daemons of Chaos and Norsca	false
effects_description_nanu_attribute_unbreakable_vs_greenskins	Attribute: Unbreakable when fighting against Greenskins	false
effects_description_nanu_attribute_unbreakable_vs_khorne	Attribute: Unbreakable when fighting against Khornate Factions	false
effects_description_nanu_attribute_unbreakable_vs_nurgle	Attribute: Unbreakable when fighting against Nurglish Factions	false
effects_description_nanu_attribute_unbreakable_vs_slaanesh	Attribute: Unbreakable when fighting against Slaaneshi Factions	false
effects_description_nanu_attribute_unbreakable_vs_undead	Attribute: Unbreakable when fighting against Undead Factions	false
effects_description_nanu_context_armoured	Won a battle	false
effects_description_nanu_context_armoured_ally	Won a battle alongside a heavily armoured faction	false
effects_description_nanu_context_armoured_enemy	Won a battle against a heavily armoured faction	false
effects_description_nanu_context_basic	Won a battle	false
effects_description_nanu_context_beastmen	Won a Battle	false
effects_description_nanu_context_beastmen_ally	Won a Battle alongside Beastmen	false
effects_description_nanu_context_beastmen_enemy	Won a Battle against Beastmen	false
effects_description_nanu_context_bretonnia	Won a Battle	false
effects_description_nanu_context_bretonnia_ally	Won a Battle alongside Bretonnia	false
effects_description_nanu_context_bretonnia_enemy	Won a Battle against Bretonnia	false
effects_description_nanu_context_cathay	Won a Battle	false
effects_description_nanu_context_cathay_ally	Won a Battle alongside Cathay	false
effects_description_nanu_context_cathay_enemy	Won a Battle against Cathay	false
effects_description_nanu_context_chaos	Won a battle	false
effects_description_nanu_context_chaos_ally	Won a battle alongside the Forces of Chaos	false
effects_description_nanu_context_chaos_enemy	Won a battle against the Forces of Chaos	false
effects_description_nanu_context_chorfs	Won a Battle	false
effects_description_nanu_context_chorfs_ally	Won a Battle alongside Chaos Dwarfs	false
effects_description_nanu_context_chorfs_enemy	Won a Battle against Chaos Dwarfs	false
effects_description_nanu_context_dark_elf	Won a Battle	false
effects_description_nanu_context_dark_elf_ally	Won a Battle alongside Dark Elves	false
effects_description_nanu_context_dark_elf_enemy	Won a Battle against Dark Elves	false
effects_description_nanu_context_dwarf	Won a battle	false
effects_description_nanu_context_dwarf_ally	Won a battle alongside an Dwarf Faction	false
effects_description_nanu_context_dwarf_enemy	Won a battle against a Dwarf Faction	false
effects_description_nanu_context_elven	Won a battle	false
effects_description_nanu_context_elven_ally	Won a battle alongside Elves	false
effects_description_nanu_context_elven_enemy	Won a battle against Elves	false
effects_description_nanu_context_empire	Won a Battle	false
effects_description_nanu_context_empire_ally	Won a Battle alongside the Empire	false
effects_description_nanu_context_empire_enemy	Won a Battle against the Empire	false
effects_description_nanu_context_forces_of_destruction	Won a battle	false
effects_description_nanu_context_forces_of_destruction_ally	Won a battle alongside the forces of Death and Destruction	false
effects_description_nanu_context_forces_of_destruction_enemy	Won a battle against forces of Death and Destruction	false
effects_description_nanu_context_greenskin	Won a battle	false
effects_description_nanu_context_greenskin_ally	Won a battle alongside a Greenskin Faction	false
effects_description_nanu_context_greenskin_enemy	Won a battle against a Greenskin Faction	false
effects_description_nanu_context_high_elf	Won a Battle	false
effects_description_nanu_context_high_elf_ally	Won a Battle alongside High Elves	false
effects_description_nanu_context_high_elf_enemy	Won a Battle against High Elves	false
effects_description_nanu_context_human	Won a battle	false
effects_description_nanu_context_human_ally	Won a battle alongside a human faction	false
effects_description_nanu_context_human_enemy	Won a battle against a human faction	false
effects_description_nanu_context_khorne	Won a battle	false
effects_description_nanu_context_khorne_ally	Won a battle alongside a Khornate Faction	false
effects_description_nanu_context_khorne_enemy	Won a battle against a Khornate Faction	false
effects_description_nanu_context_kislev	Won a battle	false
effects_description_nanu_context_kislev_ally	Won a battle alongside a Kislev Faction	false
effects_description_nanu_context_kislev_enemy	Won a battle against a Kislev Faction	false
effects_description_nanu_context_knight	Won a battle	false
effects_description_nanu_context_knight_ally	Won a battle alongside a Character or Faction that uses knights	false
effects_description_nanu_context_knight_enemy	Won a battle against a Character or Faction that uses knights	false
effects_description_nanu_context_lizardmen	Won a Battle	false
effects_description_nanu_context_lizardmen_ally	Won a Battle alongside Lizardmen	false
effects_description_nanu_context_lizardmen_enemy	Won a Battle against Lizardmen	false
effects_description_nanu_context_magic	Won a battle	false
effects_description_nanu_context_magic_ally	Won a battle alongside a Character or Faction that relies heavily on Magic	false
effects_description_nanu_context_magic_enemy	Won a battle against a Character or Faction that relies heavily on Magic	false
effects_description_nanu_context_monstrous	Won a battle	false
effects_description_nanu_context_monstrous_ally	Won a battle alongside a Character or Faction that uses monstrous units	false
effects_description_nanu_context_monstrous_enemy	Won a battle against a Character or Faction that uses monstrous units	false
effects_description_nanu_context_norsca	Won a battle	false
effects_description_nanu_context_norsca_ally	Won a battle alongside a Norsca Faction	false
effects_description_nanu_context_norsca_enemy	Won a battle against a Norsca Faction	false
effects_description_nanu_context_nurgle	Won a battle	false
effects_description_nanu_context_nurgle_ally	Won a battle alongside a Nurglish Faction	false
effects_description_nanu_context_nurgle_enemy	Won a battle against a Nurglish Faction	false
effects_description_nanu_context_forces_of_order	Won a battle	false
effects_description_nanu_context_forces_of_order_ally	Won a battle alongside the forces of Order	false
effects_description_nanu_context_forces_of_order_enemy	Won a battle against the forces of Order	false
effects_description_nanu_context_ogre	Won a battle	false
effects_description_nanu_context_ogre_ally	Won a battle alongside an Ogre Kingdoms Faction	false
effects_description_nanu_context_ogre_enemy	Won a battle against an Ogre Kingdoms Faction	false
effects_description_nanu_context_plague	Won a battle	false
effects_description_nanu_context_plague_ally	Won a battle alongside a Character or Faction that spreads plagues	false
effects_description_nanu_context_plague_enemy	Won a battle against a Character or Faction that spreads plagues	false
effects_description_nanu_context_skaven	Won a Battle	false
effects_description_nanu_context_skaven_ally	Won a Battle alongside Skaven	false
effects_description_nanu_context_skaven_enemy	Won a Battle against Skaven	false
effects_description_nanu_context_slaanesh	Won a battle	false
effects_description_nanu_context_slaanesh_ally	Won a battle alongside a Slaaneshi Character or Faction	false
effects_description_nanu_context_slaanesh_enemy	Won a battle against a Slaaneshi Character or Faction	false
effects_description_nanu_context_tomb_king	Won a Battle	false
effects_description_nanu_context_tomb_king_ally	Won a Battle alongside Tomb Kings	false
effects_description_nanu_context_tomb_king_enemy	Won a Battle against Tomb Kings	false
effects_description_nanu_context_tzeentch	Won a battle	false
effects_description_nanu_context_tzeentch_ally	Won a battle alongside a Tzeentchian Faction	false
effects_description_nanu_context_tzeentch_enemy	Won a battle against a Tzeentchian Faction	false
effects_description_nanu_context_undead	Won a Battle	false
effects_description_nanu_context_undead_ally	Won a Battle alongside Undead	false
effects_description_nanu_context_undead_enemy	Won a Battle against Undead	false
effects_description_nanu_context_vampire_coast	Won a Battle	false
effects_description_nanu_context_vampire_coast_ally	Won a Battle alongside Vampire Coast	false
effects_description_nanu_context_vampire_coast_enemy	Won a Battle against Vampire Coast	false
effects_description_nanu_context_vampire_counts	Won a Battle	false
effects_description_nanu_context_vampire_counts_ally	Won a Battle alongside Vampire Counts	false
effects_description_nanu_context_vampire_counts_enemy	Won a Battle against Vampire Counts	false
effects_description_nanu_context_victory_over_khorne	Granted for achieving victory over Khorne	false
effects_description_nanu_context_wood_elf	Won a Battle	false
effects_description_nanu_context_wood_elf_ally	Won a Battle alongside Wood Elves	false
effects_description_nanu_context_wood_elf_enemy	Won a Battle against Wood Elves	false
effects_description_nanu_dummy_ammo_type_anti_infantry	Grants Anti Infantry Ammunition to eligible units	false
effects_description_nanu_dummy_ammo_type_anti_infantry_arcane_fire	Grants Magic Flaming Anti Infantry Ammunition to eligible units	false
effects_description_nanu_dummy_ammo_type_anti_infantry_flaming	Grants Flaming Anti Infantry Ammunition to eligible units	false
effects_description_nanu_dummy_ammo_type_anti_infantry_magic	Grants Magic Anti Infantry Ammunition to eligible units	false
effects_description_nanu_dummy_ammo_type_anti_infantry_poison	Grants Poison Anti Infantry Ammunition to eligible units	false
effects_description_nanu_dummy_ammo_type_anti_large	Grants Anti Large Ammunition to eligible units	false
effects_description_nanu_dummy_ammo_type_anti_large_arcane_fire	Grants Magic Flaming Anti Large Ammunition to eligible units	false
effects_description_nanu_dummy_ammo_type_anti_large_flaming	Grants Flaming Anti Large Ammunition to eligible units	false
effects_description_nanu_dummy_ammo_type_anti_large_magic	Grants Magic Anti Large Ammunition to eligible units	false
effects_description_nanu_dummy_ammo_type_anti_large_poison	Grants Poison Anti Large Ammunition to eligible units	false
effects_description_nanu_dummy_ammo_type_arcane_fire	Grants Magic Flaming Ammunition to eligible units	false
effects_description_nanu_dummy_ammo_type_explosive	Grants Explosive Ammunition to eligible units	false
effects_description_nanu_dummy_ammo_type_explosive_arcane_fire	Grants Magic Flaming Explosive Ammunition to eligible units	false
effects_description_nanu_dummy_ammo_type_explosive_flaming	Grants Flaming Explosive Ammunition to eligible units	false
effects_description_nanu_dummy_ammo_type_explosive_magic	Grants Magic Explosive Ammunition to eligible units	false
effects_description_nanu_dummy_ammo_type_explosive_poison	Grants Poison Explosive Ammunition to eligible units	false
effects_description_nanu_dummy_ammo_type_flaming	Grants Flaming Ammunition to eligible units	false
effects_description_nanu_dummy_ammo_type_magic	Grants Magic Ammunition to eligible units	false
effects_description_nanu_dummy_ammo_type_multi	Grants Multi Shot Ammo to eligible units	false
effects_description_nanu_dummy_ammo_type_multi_arcane_fire	Grants Multi Shot Magic Flaming Ammo to eligible units	false
effects_description_nanu_dummy_ammo_type_multi_flaming	Grants Multi Shot Flaming Ammo to eligible units	false
effects_description_nanu_dummy_ammo_type_multi_magic	Grants Multi Shot Magic Ammo to eligible units	false
effects_description_nanu_dummy_ammo_type_multi_poison	Grants Multi Shot Poison Ammo to eligible units	false
effects_description_nanu_dummy_ammo_type_poison	Grants Poison Ammunition to eligible units	false
effects_description_nanu_kislev_winter_attrition_immunity	Immune to Kislev Winter attrition	false
effects_description_nanu_missile_damage_vs_tzeentch	Missile damage: %+n% when fighting against Tzeentchian Factions	false
effects_description_nanu_stat_melee_attack_versus_grn_skv_lzd	Melee attack: %+n when fighting against Greenskins, Skaven, Ogres and Lizardmen	false
effects_description_nanu_stat_melee_attack_vs_empire_and_bretonnia	Melee attack: %+n when fighting against The Empire and Bretonnia	false
effects_description_nanu_stat_melee_attack_vs_kislev	Melee attack: %+n when fighting against Kislev	false
effects_description_nanu_stat_melee_attack_vs_order	Melee Attack: %+n when fighting against High Elves, Lizardmen, Dwarfs and men	false
effects_description_nanu_stat_melee_damage_ap_add	Armour-piercing weapon damage: %+n	false
effects_description_nanu_stat_melee_damage_ap_mult	Armour-piercing weapon damage: %+n%	false
effects_description_nanu_stat_melee_damage_base_add	Base weapon damage: %+n	false
effects_description_nanu_stat_melee_damage_base_mult	Base weapon damage: %+n%	false
effects_description_nanu_stat_melee_damage_mult	Weapon strength: %+n%	false
effects_description_nanu_stat_melee_damage_vs_bretonnia	Weapon Strength: %+n% when fighting against Bretonnia	false
effects_description_nanu_stat_melee_damage_vs_empire	Weapon strength: %+n% when fighting against Empire	false
effects_description_nanu_stat_melee_damage_vs_forces_of_evil	Weapon Strength: %+n% when fighting against Vampire Counts, Skaven, Dark Elves, Beastmen, Warriors of Chaos, and Daemons of Chaos	false
effects_description_nanu_stat_melee_damage_vs_kislev	Weapon Strength: %+n% when fighting against Kislev	false
effects_description_nanu_stat_melee_damage_vs_wood_elves	Weapon Strength: %+n% when fighting against Wood Elves	false
effects_description_nanu_stat_melee_defence_vs_kislev	Melee defence: %+n when fighting against Kislev	false
effects_description_nanu_stat_melee_defence_vs_nurgle	Melee defence: %+n when fighting against Nurglish Factions	false
effects_description_nanu_stat_melee_defence_vs_ogres	Melee defence: %+n when fighting against Ogre Kingdoms	false
effects_description_nanu_stat_melee_defence_vs_slaanesh	Melee defence: %+n when fighting against Slaaneshi factions	false
effects_description_nanu_stat_melee_defense_vs_bretonnia_enemies	Melee defence: %+n when fighting against Warriors of Chaos, Chaos Dwarfs, Daemons of Chaos, Undead and Greenskins	false
effects_description_nanu_stat_missile_damage_ap_add	Armour-piercing missile damage: %+n	false
effects_description_nanu_stat_missile_damage_ap_mult	Armour-piercing Missile damage: %+n%	false
effects_description_nanu_stat_missile_damage_base_add	Base Missile damage: %+n	false
effects_description_nanu_stat_missile_damage_base_mult	Base Missile damage: %+n%	false
effects_description_nanu_stat_missile_damage_mult	Missile Damage: %+n%	false
effects_description_nanu_stat_missile_damage_vs_bretonnia	Missile damage: %+n% when fighting against Bretonnia	false
effects_description_nanu_stat_missile_damage_vs_chaos	Missile damage: %+n% when fighting against Warriors of Chaos, Daemons of Chaos and Norsca	false
effects_description_nanu_stat_missile_damage_vs_dark_elves	Missile damage: %+n% when fighting against Dark Elves	false
effects_description_nanu_stat_missile_damage_vs_dwarfs	Missile Damage: %n% when fighting against Dwarfs	false
effects_description_nanu_stat_missile_damage_vs_elves	Missile Damage: %n% when fighting against Elves	false
effects_description_nanu_stat_missile_damage_vs_empire	Missile Damage: %+n% when fighting against Empire	false
effects_description_nanu_stat_missile_damage_vs_forces_of_destruction	Missile Damage: %+n% when fighting against Greenskins, Skaven, Dark Elves, Beastmen, Warriors of Chaos, Daemons of Chaos and Norsca	false
effects_description_nanu_stat_missile_damage_vs_forces_of_evil	Missile Damage: %+n% when fighting against Vampire Counts, Skaven, Dark Elves, Beastmen, Warriors of Chaos, and Daemons of Chaos	false
effects_description_nanu_stat_missile_damage_vs_greenskins	Missile Damage: %n% when fighting against Greenskins	false
effects_description_nanu_stat_missile_damage_vs_greenskins_skaven_ogres	Missile Damage: %n% when fighting against Greenskins, Ogres and Skaven	false
effects_description_nanu_stat_missile_damage_vs_high_elves	Missile damage: %+n% when fighting against High Elves	false
effects_description_nanu_stat_missile_damage_vs_human	Missile Damage: %+n% when fighting against Humans	false
effects_description_nanu_stat_missile_damage_vs_khorne	Missile damage: %+n% when fighting against Khornate Factions	false
effects_description_nanu_stat_missile_damage_vs_kislev	Weapon strength: %+n% when fighting against Kislev	false
effects_description_nanu_stat_missile_damage_vs_lizardmen	Missile damage: %+n% when fighting against Lizardmen	false
effects_description_nanu_stat_missile_damage_vs_nurgle	Missile damage: %+n% when fighting against Nurglish Factions	false
effects_description_nanu_stat_missile_damage_vs_ogres	Missile Damage: %+n% when fighting against Ogre Kingdoms	false
effects_description_nanu_stat_missile_damage_vs_forces_of_order	Missile Damage: %+n% when fighting against High Elves, Lizardmen, Dwarfs and men	false
effects_description_nanu_stat_missile_damage_vs_skaven	Missile damage: %+n% when fighting against Skaven	false
effects_description_nanu_stat_missile_damage_vs_slaanesh	Missile damage: %+n% when fighting against Slaaneshi Factions	false
effects_description_nanu_stat_missile_damage_vs_tomb_kings	Missile damage: %+n% when fighting against Tomb Kings	false
effects_description_nanu_stat_missile_damage_vs_undead	Missile Damage: %+n% when fighting against Undead Factions	false
effects_description_nanu_stat_missile_damage_vs_vampire_counts	Missile Damage: %+n% when fighting against Vampire Counts	false
effects_description_nanu_stat_missile_damage_vs_wood_elves	Missile damage: %+n% when fighting against Wood Elves	false
effects_description_nanu_stat_missile_resistance_vs_dwarfs	Missile resistance: %n% when fighting against Dwarfs	false
effects_description_nanu_stat_missile_resistance_vs_high_elves	Missile resistance: %n% when fighting against High Elves	false
effects_description_nanu_stat_missile_resistance_vs_kislev	Missile resistance: %n% when fighting against Kislev	false
effects_description_nanu_stat_missile_resistance_vs_vampire_coast	Missile resistance: %n% when fighting against Vampire Coast	false
effects_description_nanu_stat_reload_vs_chaos	Reload time reduction: %+n% when fighting against Warriors of Chaos, Daemons of Chaos and Norsca	false
effects_description_nanu_stat_reload_vs_khorne	Reload time reduction: %+n% when fighting against Khornate Factions	false
effects_description_nanu_stat_reload_vs_nurgle	Reload time reduction: %+n% when fighting against Nurglish Factions	false
effects_description_nanu_stat_reload_vs_slaanesh	Reload time reduction: %+n% when fighting against Slaaneshi Factions	false
effects_description_nanu_stat_ward_save_vs_bretonnia	Ward save: %n% when fighting against Bretonnia	false
effects_description_nanu_stat_ward_save_vs_lizardmen	Ward save: %n% when fighting against Lizardmen	false
effects_description_nanu_stat_ward_save_vs_nurgle	Ward save: %n% when fighting against Nurglish Factions	false
effects_description_nanu_stat_ward_save_vs_undead	Ward save: %n% when fighting against Undead Factions	false
effects_description_nanu_unit_ability_acquiescence_disable	[HIDDEN]	false
effects_description_nanu_unit_ability_ash_storm	Bound spell: "Ash Storm Upgraded"	false
effects_description_nanu_unit_ability_blade_of_khorne	Ability: "Blade of Khorne"	false
effects_description_nanu_unit_ability_blightboil_self	Ability: "Blight Boil"	false
effects_description_nanu_unit_ability_blood_frenzy	Ability: "Blood Fenzy"	false
effects_description_nanu_unit_ability_blue_fire_of_tzeentch_disable	[HIDDEN]	false
effects_description_nanu_unit_ability_blue_fire_of_tzeentch_num_uses	Ability number of uses: %+n for "Blue Fire of Tzeentch"	false
effects_description_nanu_unit_ability_bonecrusher	Ability: "Bonecrusher"	false
effects_description_nanu_unit_ability_bound_soulblight	Bound spell: "Soulblight"	false
effects_description_nanu_unit_ability_bound_soulblight_num_uses_hidden	Ability number of uses: %+n for "Spirit Leech"	false
effects_description_nanu_unit_ability_bullgorger	Ability: "Bullgorger"	false
effects_description_nanu_unit_ability_burning_head	Ability: "The Burning Head"	false
effects_description_nanu_unit_ability_construct_killer	Ability: "Construct Killer"	false
effects_description_nanu_unit_ability_daemon_slayer	Ability: "Daemon Slayer"	false
effects_description_nanu_unit_ability_enable_bound_acquiescence_num_uses	Ability number of uses: %+n for "Acquiescence"	false
effects_description_nanu_unit_ability_enable_lash_of_slaanesh_num_uses	Ability number of uses: %+n for "Lash of Slaanesh"	false
effects_description_nanu_unit_ability_fecundity	Ability: "Fecundity"	false
effects_description_nanu_unit_ability_final_transmutation	Ability: "Final Transmutation"	false
effects_description_nanu_unit_ability_fire_flaming_sword_of_rhuin	Ability: "Flaming Sword of Rhuin"	false
effects_description_nanu_unit_ability_firing_line	Ability: "Firing Line"	false
effects_description_nanu_unit_ability_firing_line_aoe	Ability: "Firing Line"	false
effects_description_nanu_unit_ability_force_feed_bugmans_brew	Ability: "Bugman's Brew"	false
effects_description_nanu_unit_ability_force_feed_kvas	Ability: "Kvas"	false
effects_description_nanu_unit_ability_impetuous	Ability: "Impetuous"	false
effects_description_nanu_unit_ability_knightslayer	Ability: "Knightslayer"	false
effects_description_nanu_unit_ability_lance	Ability: "Lance"	false
effects_description_nanu_unit_ability_lash_of_slaanesh_disable	[HIDDEN]	false
effects_description_nanu_unit_ability_magma_storm_lesser	Ability: "Magma Storm"	false
effects_description_nanu_unit_ability_melkoths_mystifying_miasma	Ability: "Melkoth's Mystifying Miasma"	false
effects_description_nanu_unit_ability_melkoths_mystifying_miasma_num_uses	Ability number of uses: %+n for "Melkoth's Mystifying Miasma"	false
effects_description_nanu_unit_ability_miasma_of_pestilence_disable	[HIDDEN]	false
effects_description_nanu_unit_ability_monstrous_strength	Ability: "Monstrous Strength"	false
effects_description_nanu_unit_ability_pack_trap	Ability: "Pack Trap"	false
effects_description_nanu_unit_ability_passive_bile_blood	Passive ability: "Spurting Bile Blood"	false
effects_description_nanu_unit_ability_penumbral_pendulum_miasma_num_uses	Ability number of uses: %+n for "The Penumbral Pendulum"	false
effects_description_nanu_unit_ability_piercing_bolts_of_burning	Ability: "Piercing Bolts of Burning"	false
effects_description_nanu_unit_ability_pink_fire_of_tzeentch_disable	[HIDDEN]	false
effects_description_nanu_unit_ability_pink_fire_of_tzeentch_num_uses	Ability number of uses: %+n for "Pink Fire of Tzeentch"	false
effects_description_nanu_unit_ability_primal_roar	Ability: "Primal Roar"	false
effects_description_nanu_unit_ability_rampaging_poison	Ability: "Rampaging Poison"	false
effects_description_nanu_unit_contact_nightgoblin_poison	Ability: "Night Goblin Poison"	false
effects_description_nanu_unit_ability_rapid_fire	Ability: "Rapid Fire"	false
effects_description_nanu_unit_ability_rapid_fire_aoe	Ability: "Rapid Fire"	false
effects_description_nanu_unit_ability_revel_in_fear	Passive ability: "Revel in Fear"	false
effects_description_nanu_unit_ability_rival_hide_talisman	Ability: "Rival Hide Talisman"	false
effects_description_nanu_unit_ability_searing_doom	Bound spell: "Searing Doom"	false
effects_description_nanu_unit_ability_skavenbrew	Ability: "Skavenbrew"	false
effects_description_nanu_unit_ability_smoke_bomb	Ability: "Smoke Bomb"	false
effects_description_nanu_unit_ability_soul_rend	Ability: "Soul Rend"	false
effects_description_nanu_unit_ability_spirit_leech_num_uses_hidden	Ability number of uses: %+n for "Spirit Leech"	false
effects_description_nanu_unit_ability_stream_of_corruption_bound	Ability: "Stream of Corruption"	false
effects_description_nanu_unit_ability_stream_of_corruption_disable	[HIDDEN]	false
effects_description_nanu_unit_ability_swiftness_of_itzl	Ability: "Swiftness of Itzl"	false
effects_description_nanu_unit_ability_toothcracker	Ability: "Toothcracker"	false
effects_description_nanu_unit_ability_trollguts	Ability: "Trollguts"	false
effects_description_nanu_unit_ability_undying_will	Passive ability: "Undying Will"	false
effects_description_nanu_unit_ability_urannons_thunderbolt	Bound spell: "Urannon's Thunderbolt"	false
effects_description_nanu_unit_ability_volley_arcane	Ability: "Arcane Volley"	false
effects_description_nanu_unit_ability_volley_arcane_greater	Ability: "Greater Arcane Volley"	false
effects_description_nanu_unit_ability_volley_barbed	Ability: "Barbed Volley"	false
effects_description_nanu_unit_ability_volley_barbed_greater	Ability: "Greater Barbed Volley"	false
effects_description_nanu_unit_ability_volley_bonus_vs_large	Ability: "Broadhead Volley"	false
effects_description_nanu_unit_ability_volley_bonus_vs_large_greater	Ability: "Greater Broadhead Volley"	false
effects_description_nanu_unit_ability_volley_fire_charge	Ability: "Fire Charge Volley"	false
effects_description_nanu_unit_ability_volley_fire_charge_greater	Ability: "Greater Fire Charge Volley"	false
effects_description_nanu_unit_ability_volley_flaming	Ability: "Flaming Volley"	false
effects_description_nanu_unit_ability_volley_flaming_greater	Ability: "Greater Flaming Volley"	false
effects_description_nanu_unit_ability_volley_ice_shard	Ability: "Ice Shard Volley"	false
effects_description_nanu_unit_ability_volley_ice_shard_greater	Ability: "Greater Ice Shard Volley"	false
