key	text	tooltip
effect_bundles_localised_title_nanu_dynamic_ror_empire_basic_knight_3	Regiment of Renown	false
effect_bundles_localised_title_nanu_dynamic_ror_nurgle_basic_great_unclean_one_lore_of_death	Lore of Death	false
effect_bundles_localised_title_nanu_dynamic_ror_skaven_ability_all_ability_warp_lightning	Warp Lightning Rod	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_arcane_blast	Arcane Blast	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_arcane_blast_magic_attacks_ammo_type_magic	Arcane Blast	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_aura_of_ensorcelling_flaming_arcane_fire_attacks_ammo_type_arcane_fire	Aura of Ensorcelling (Flaming)	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_aura_of_ensorcelling_magic_attacks_ammo_type_magic	Aura of Ensorcelling	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_aura_of_ensorcelling_piercing_magic_attacks_ammo_type_magic	Aura of Ensorcelling (Entropic)	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_aura_of_ensorcelling_poison_contact_magic_attacks_ammo_type_poison	Aura of Ensorcelling (Poison)	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_aura_of_healing	Healing Aura	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_aura_of_hexing	Aura of Hexing	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_barrier_boost	Barrier Boost	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_chain_lightining_urannons_thunderbolt	Wrath of the Storm	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_chain_lightning	Chain Lightning	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_ensorcelled_weapons_flaming_arcane_fire_attacks_ammo_type_arcane_fire	Ensorcelled Weapons (Flaming)	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_ensorcelled_weapons_magic_attacks_ammo_type_magic	Ensorcelled Weapons	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_ensorcelled_weapons_piercing_magic_attacks_ammo_type_magic	Ensorcelled Weapons (Entropic)	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_ensorcelled_weapons_poison_contact_magic_attacks_ammo_type_poison	Ensorcelled Weapons (Poison)	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_field_medic_encourage	Field Medic	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_freezing_aura_contact_freezing_attacks_ammo_type_frozen	Freezing Aura	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_freezing_aura_contact_frostbite_attacks_ammo_type_frozen	Freezing Aura	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_frostfire_tempest	Frostfire Tempest	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_frostfire_tempest_contact_frostfire_attacks_ammo_type_frozen	Frostfire Tempest	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_frozen_tomb	Frozen Tomb	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_frozen_tomb_aoe	Frozen Tomb	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_hunter_snare	Hunter's Snare	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_hunter_trap	Hunter's Trap	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_magma_storm	Magma Storm	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_searing_doom	Searing Doom	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_tactical_mastery	Tactical Mastery	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_unstable_winds	Unstable Winds	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_urannons_thunderbolt	Urannon's Thunderbolt	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_all_wake_of_fire_flaming_sword_of_rhuin_contact_scorching_flaming_attacks_ammo_type_flaming	Blazing Inferno	false
effect_bundles_localised_title_nanu_dynamic_ror_cathay_ability_all_martial_mastery	Martial Mastery	false
effect_bundles_localised_title_nanu_dynamic_ror_cathay_ability_all_special_heroic_victory_stone_and_steel_attribute_immPsy_encourage	Stone and Steel	false
effect_bundles_localised_title_nanu_dynamic_ror_cathay_ability_all_special_heroic_victory_strength_of_the_great_bastion_attribute_immPsy_encourage	Strength of the Great Bastion	false
effect_bundles_localised_title_nanu_dynamic_ror_cathay_ability_all_stone_and_steel	Stone and Steel	false
effect_bundles_localised_title_nanu_dynamic_ror_cathay_ability_all_tactician	Tactician	false
effect_bundles_localised_title_nanu_dynamic_ror_cathay_ability_melee_special_pyrrhic_victory_warding_iron_attribute_unbreakable	Survivors	false
effect_bundles_localised_title_nanu_dynamic_ror_cathay_ability_melee_strength_of_the_great_bastion	Strength of the Great Bastion	false
effect_bundles_localised_title_nanu_dynamic_ror_cathay_ability_melee_warding_iron	Heroic Regiment	false
effect_bundles_localised_title_nanu_dynamic_ror_cathay_ability_melee_will_of_the_dragons	Will of the Dragons	false
effect_bundles_localised_title_nanu_dynamic_ror_chaos_daemon_ability_daemonic_onslaught	Daemonic Onslaught	false
effect_bundles_localised_title_nanu_dynamic_ror_chaos_daemon_ability_daemonic_strength	Daemonic Strength	false
effect_bundles_localised_title_nanu_dynamic_ror_chaos_ability_melee_aether_sword	Aether Sword	false
effect_bundles_localised_title_nanu_dynamic_ror_chaos_ability_melee_hellblade_contact_flaming_attacks	Hellblade	false
effect_bundles_localised_title_nanu_dynamic_ror_chaos_ability_melee_paragon_of_ruin_immPsy	Paragon of Ruin	false
effect_bundles_localised_title_nanu_dynamic_ror_chaos_ability_melee_soulscent	Soulscent	false
effect_bundles_localised_title_nanu_dynamic_ror_chaos_ability_melee_whispers_in_the_dark_attribute_causes_terror	Whispers in the Dark	false
effect_bundles_localised_title_nanu_dynamic_ror_chorf_ability_all_sadistic_snare	Sadistic Snare	false
effect_bundles_localised_title_nanu_dynamic_ror_chorf_ability_all_sadistic_snare_bonus_vs_large_ammo_type_anti_large	Sadistic Snare	false
effect_bundles_localised_title_nanu_dynamic_ror_chorf_ability_all_special_ash_storm_contact_searing_flaming_attacks	Ash Storm	false
effect_bundles_localised_title_nanu_dynamic_ror_chorf_ability_melee_armour_of_gazrakh	Armour of Gazrakh	false
effect_bundles_localised_title_nanu_dynamic_ror_dwarf_ability_all_flashbomb	Flash Bomb	false
effect_bundles_localised_title_nanu_dynamic_ror_dwarf_ability_melee_forgefire_contact_flaming_attacks_burnt	Forgefire	false
effect_bundles_localised_title_nanu_dynamic_ror_dwarf_ability_melee_liquid_foritification	Bugman's Brew	false
effect_bundles_localised_title_nanu_dynamic_ror_dwarf_ability_melee_liquid_foritification_rowdy_perfect_vigour	Bugman's Brew	false
effect_bundles_localised_title_nanu_dynamic_ror_dwarf_ability_powder_ballistics_calibration	Ballistics Calibration	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_empire_all_blessing_of_morr_undying_will_attribute_immPsy	Blessing of Morr	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_empire_all_blessing_of_ranald_luck_of_ranald	Blessing of Ranald	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_empire_melee_blessing_of_ulric_frenzy_immPsy	Blessing of Ulric	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_empire_melee_special_blessing_of_sigmar_hammer_of_sigmar_attribute_immPsy	Blessing of Sigmar	false
effect_bundles_localised_title_nanu_dynamic_ror_greenskin_ability_all_fermented_fungi	Fermented Fungi	false
effect_bundles_localised_title_nanu_dynamic_ror_greenskin_ability_melee_smash_em_faster	Smash Em Faster	false
effect_bundles_localised_title_nanu_dynamic_ror_greenskin_ability_melee_spite_of_da_bad_moon_bonus_vs_large	Spite of Da Bad Moon	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_all_special_ensorcelled_weapons_flaming_aoe_flaming_attacks	Khornate Weapons	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_all_special_ensorcelled_weapons_flaming_contact_scorching_flaming_attacks	Khornate Weapons	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_bloodthirster_burning_rage_bellow_of_endless_fury	Exhalted Bloodthirster	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_melee_aura_of_blood_attribute_encourage	Aura of Blood	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_melee_berserk_bonus_vs_infantry	Berserk	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_melee_blade_of_khorne	Blade of Khorne	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_melee_blood_gods_rage	Blood God's Rage	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_melee_bloodgreed_bonus_vs_infantry	Bloodgreed	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_melee_bloodthirst_bonus_vs_infantry	Bloodthirst	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_melee_crush_the_weak_bonus_vs_infantry	Crush the Weak	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_melee_gorefeast	Gorefeast	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_melee_hellblade_magic_attacks	Hellblades	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_melee_paragon_of_carnage	Paragon of Carnage	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_melee_paragon_of_carnage_bonus_vs_infantry	Paragon of Carnage	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_melee_relentless_assault_bonus_vs_infantry	Relentless Assault	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_melee_totem_of_endless_bloodletting	Relentless Assault	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_melee_vicious_assault_attribute_encourage	Vicious Assault	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_melee_violent_war_cry_bonus_vs_infantry	Violent War Cry	false
effect_bundles_localised_title_nanu_dynamic_ror_khorne_ability_monster_deathbringer	Deathbringer	false
effect_bundles_localised_title_nanu_dynamic_ror_kislev_ability_melee_force_feed_kvas	Kvas	false
effect_bundles_localised_title_nanu_dynamic_ror_kislev_ability_melee_kislev_unite	Kislev Unite	false
effect_bundles_localised_title_nanu_dynamic_ror_kislev_ability_melee_kvas_flasks	Kvas Flasks	false
effect_bundles_localised_title_nanu_dynamic_ror_kislev_ability_ranged_cursed_frontier	Cursed Frontier	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_aura_of_blood	Bloodward Aura	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_aura_of_dispelling	Dispelling Aura	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_aura_of_protection	Aura of Protection	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_aura_of_purity	Aura of Purity	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_aura_of_rust	Aura of Rust	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_aura_of_shielding	Aura of Shielding	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_aura_of_warding	Aura of Warding	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_bathed_in_blood	Bathed in Blood	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_bathed_in_blood_bonus_vs_infantry	Bathed in Blood	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_beacon_of_hope	Beacon of Hope	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_berserk	Berserk	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_berserk_bloodthirsty_rampage	Bloodthirsty Rampage	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_berserk_terrifying_rampage	Terrifying Rampage	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_berserk_unstoppable_rampage	Unstoppable Rampage	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_blazing_aura_contact_burning_flaming_attacks	Blazing Aura	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_blazing_aura_contact_searing_flaming_attacks	Blazing Aura	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_blazing_aura_flaming_attacks	Blazing Aura	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_blinding_radiance	Blinding Radiance	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_blood_frenzy	Blood Rage	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_bloodgreed	Bloodgreed	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_bloodthirst	Bloodthirst	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_chaos_armour	Chaos Armour	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_charge_breaker	Charge Breaker	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_chilling_aura	Chilling Aura	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_clairvoyance	Clairvoyance	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_clairvoyance_attribute_piercing_gaze	Clairvoyance	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_colossal_strike_bonus_vs_large	Beastslayer	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_courage_in_death	Courage in Death	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_crowfeast	Crowfeast	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_crush_the_weak	Crush the Weak	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_deadly_onslaught	Deadly Onslaught	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_dread_aversion	Dread Aversion	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_dread_legion_causes_terror	Dread Legion	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_ever_burning_light_contact_blinding	Ever Burning Light	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_flame_incarnate_contact_burning_flaming_attacks_ammo_type_flaming	Flame Incarnate	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_flame_incarnate_contact_scorching_flaming_attacks_ammo_type_flaming	Flame Incarnate	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_flame_incarnate_contact_searing_flaming_attacks_ammo_type_flaming	Flame Incarnate	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_flame_incarnate_flaming_attacks_ammo_type_flaming	Flame Incarnate	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_flesh_stitch	Flesh Stitch	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_freezing_aura	Freezing Aura	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_frenzied_charge	Frenzied Charge	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_frenzy_immPsy	Frenzy	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_gorefeast	Gorefeast	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_gravity_shift	Gravity Shift	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_grim_resolve_immPsy	Grim Resolve	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_guardian	Guardian	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_heroic_charge	Heroic Charge	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_heroic_killing_blow	Heroic Killing Blow	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_hold_the_line	Hold the Line	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_holy_aura	Holy Aura	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_horrible_regeneration	Horrible Regeneration	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_immaculate_charge	Immaculate Charge	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_miasma_of_dispair	Miasma of Dispair	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_monstrous_strength_bonus_vs_infantry	Monstrous Strength	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_murderous_charge	Murderous Charge	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_overwhelming_odor	Overwhelming Odour	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_primal_instincts	Apex Predator	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_rage	Rage	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_regeneration	Regeneration	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_relentless_assault	Relentless Assault	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_resplendent_armour	Resplendent Armour	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_rowdy	Rowdy	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_run_them_down	Run Them Down	false
effect_bundles_localised_title_nanu_dynamic_ror_skaven_ability_melee_rival_hide_talisman	Rival Hide Talisman	false
effect_bundles_localised_title_nanu_dynamic_ror_skaven_ability_melee_skavenbrew	Skavenbrew	false
effect_bundles_localised_title_nanu_dynamic_ror_skaven_ability_melee_swarm_of_rats	Swarm of Rats	false
effect_bundles_localised_title_nanu_dynamic_ror_skaven_ability_melee_trophy_heads	Trophy Heads	false
effect_bundles_localised_title_nanu_dynamic_ror_skaven_ability_melee_warpstone_armor	Warpstone Armour	false
effect_bundles_localised_title_nanu_dynamic_ror_skaven_ability_melee_worlds_edge_armour	Worlds Edge Armour	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_soothing_warmth	Soothing Warmth	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_soul_rend	Soul Rend	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_spurting_bile_blood	Bile Blood	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_stand_or_die	Stand or Die	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_stand_your_ground	Stand Your Ground	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_strength_from_flesh	Strength from Flesh	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_terrifying_charge	Terrifying Charge	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_the_hunger	The Hunger	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_thornmail	Thornmail	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_thunderous_aura	Thunderous Aura	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_thunderous_aura_greater	Greater Thunderous Aura	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_undaunted_immPsy	Undaunted	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_undeath_resurgent	Undeath Resurgent	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_undying_tide	Undying Tide	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_unstoppable_charge	Unstoppable Charge	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_valiant_war_cry	Valiant War Cry	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_vengeful_war_cry	Vengeful War Cry	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_vicious_war_cry	Vicious War Cry	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_violent_war_cry	Violent War Cry	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_wake_of_fire	Wake of Fire	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_withering_heat	Withering Heat	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_melee_withering_heat_flaming_attacks_ammo_type_flaming	Withering Heat	false
effect_bundles_localised_title_nanu_dynamic_ror_ogre_ability_melee_arsebelcher	Arsebelcher	false
effect_bundles_localised_title_nanu_dynamic_ror_ogre_ability_melee_bonecrusher	Bonecrusher	false
effect_bundles_localised_title_nanu_dynamic_ror_ogre_ability_melee_bullgorger	Bullgorger	false
effect_bundles_localised_title_nanu_dynamic_ror_ogre_ability_melee_snacks	Snacks	false
effect_bundles_localised_title_nanu_dynamic_ror_ogre_ability_melee_toothcracker	Toothcracker	false
effect_bundles_localised_title_nanu_dynamic_ror_ogre_ability_melee_trollguts	Trollguts	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_powder_entrench	Entrench	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_powder_firing_line	Firing Line	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_powder_firing_line_aoe	Firing Line	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_expert_skirmisher	Expert Skirmisher	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_hawkish_precision	Hawkish Precision	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_rapid_fire	Rapid Fire	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_rapid_fire_aoe	Rapid Fire	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_slippery_attribute_stalk_vanguard	Ambusher	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_slippery_attribute_stalk_vanguard_snipe	Master Ambusher	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_smokebomb	Smoke Bomb	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_volley_arcane	Arcane Volley	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_volley_arcane_greater	Greater Arcane Volley	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_volley_barbed	Barbed Volley	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_volley_barbed_greater	Greater Barbed Volley	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_volley_fire_charge	Fire Charge Volley	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_volley_fire_charge_greater	Greater Fire Charge Volley	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_volley_flaming	Flaming Volley	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_volley_flaming_greater	Greater Flaming Volley	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_volley_ice_shard	Ice Shard Volley	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_volley_ice_shard_greater	Greater Ice Shard Volley	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_volley_piercing	Piercing Volley	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_volley_piercing_greater	Greater Piercing Volley	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_volley_poison	Poison Volley	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_ranged_volley_poison_greater	Greater Poison Volley	false
effect_bundles_localised_title_nanu_dynamic_ror_ability_single_entity_slime_trail	Slime Trail	false
effect_bundles_localised_title_nanu_dynamic_ror_slaanesh_ability_melee_ballet_of_blows	Ballet of Blows	false
effect_bundles_localised_title_nanu_dynamic_ror_slaanesh_ability_melee_locus_of_grace	Locus of Grace	false
effect_bundles_localised_title_nanu_dynamic_ror_slaanesh_ability_melee_paragon_of_excess	Paragon of Excess	false
effect_bundles_localised_title_nanu_dynamic_ror_slaanesh_ability_melee_pendant_of_slaanesh	Pendant of Slaanesh	false
effect_bundles_localised_title_nanu_dynamic_ror_slaanesh_ability_melee_rapier_of_ecstacy	Rapier of Ecstasy	false
effect_bundles_localised_title_nanu_dynamic_ror_slaanesh_ability_melee_rod_of_torment	Rod of Torment	false
effect_bundles_localised_title_nanu_dynamic_ror_slaanesh_ability_melee_seductive_glory	Seductive Glory	false
effect_bundles_localised_title_nanu_dynamic_ror_slaanesh_ability_melee_torment_blade	Torment Blade	false
effect_bundles_localised_title_nanu_dynamic_ror_tzeentch_ability_all_arcane_mirth	Arcane Mirth	false
effect_bundles_localised_title_nanu_dynamic_ror_tzeentch_ability_all_pink_fire_of_tzeentch	Pink Fire of Tzeentch	false
effect_bundles_localised_title_nanu_dynamic_ror_tzeentch_ability_all_transmutation_of_lead_searing_doom	Wind of Chamon	false
effect_bundles_localised_title_nanu_dynamic_ror_tzeentch_ability_lord_of_change_lore_of_fire	Lore of Fire	false
effect_bundles_localised_title_nanu_dynamic_ror_tzeentch_ability_lord_of_change_lore_of_metal	Lore of Metal	false
effect_bundles_localised_title_nanu_dynamic_ror_tzeentch_ability_melee_paragon_of_change	Paragon of Change	false
