id	missile_weapon	unit	battle_entity_stats_override
800700121	nanu_grn_goblin_arrow_wolf_mounted_anti_large_poison	wh_main_grn_cav_goblin_wolf_riders_1	
800700122	nanu_grn_goblin_arrow_wolf_mounted_multi	wh_main_grn_cav_goblin_wolf_riders_1	
800700123	nanu_grn_goblin_arrow_wolf_mounted_multi_arcane_fire	wh_main_grn_cav_goblin_wolf_riders_1	
800700124	nanu_grn_goblin_arrow_wolf_mounted_multi_flaming	wh_main_grn_cav_goblin_wolf_riders_1	
800700125	nanu_grn_goblin_arrow_wolf_mounted_multi_frozen	wh_main_grn_cav_goblin_wolf_riders_1	
800700126	nanu_grn_goblin_arrow_wolf_mounted_multi_lightning	wh_main_grn_cav_goblin_wolf_riders_1	
800700127	nanu_grn_goblin_arrow_wolf_mounted_multi_magic	wh_main_grn_cav_goblin_wolf_riders_1	
800700128	nanu_grn_goblin_arrow_wolf_mounted_multi_poison	wh_main_grn_cav_goblin_wolf_riders_1	
800700129	nanu_grn_goblin_arrow_wolf_mounted_seeking	wh_main_grn_cav_goblin_wolf_riders_1	
800700130	nanu_grn_goblin_arrow_wolf_mounted_seeking_arcane_fire	wh_main_grn_cav_goblin_wolf_riders_1	
800700131	nanu_grn_goblin_arrow_wolf_mounted_seeking_flaming	wh_main_grn_cav_goblin_wolf_riders_1	
800700132	nanu_grn_goblin_arrow_wolf_mounted_seeking_frozen	wh_main_grn_cav_goblin_wolf_riders_1	
800700133	nanu_grn_goblin_arrow_wolf_mounted_seeking_lightning	wh_main_grn_cav_goblin_wolf_riders_1	
800700134	nanu_grn_goblin_arrow_wolf_mounted_seeking_magic	wh_main_grn_cav_goblin_wolf_riders_1	
800700135	nanu_grn_goblin_arrow_wolf_mounted_seeking_poison	wh_main_grn_cav_goblin_wolf_riders_1	
800700136	nanu_grn_orc_arrow_arcane_fire	wh_main_grn_inf_orc_arrer_boyz	
800700137	nanu_grn_orc_arrow_flaming	wh_main_grn_inf_orc_arrer_boyz	
800700138	nanu_grn_orc_arrow_frozen	wh_main_grn_inf_orc_arrer_boyz	
800700139	nanu_grn_orc_arrow_lightning	wh_main_grn_inf_orc_arrer_boyz	
800700140	nanu_grn_orc_arrow_magic	wh_main_grn_inf_orc_arrer_boyz	
800700141	nanu_grn_orc_arrow_poison	wh_main_grn_inf_orc_arrer_boyz	
800700142	nanu_grn_orc_arrow_anti_infantry	wh_main_grn_inf_orc_arrer_boyz	
800700143	nanu_grn_orc_arrow_anti_infantry_arcane_fire	wh_main_grn_inf_orc_arrer_boyz	
800700144	nanu_grn_orc_arrow_anti_infantry_flaming	wh_main_grn_inf_orc_arrer_boyz	
800700145	nanu_grn_orc_arrow_anti_infantry_frozen	wh_main_grn_inf_orc_arrer_boyz	
800700146	nanu_grn_orc_arrow_anti_infantry_lightning	wh_main_grn_inf_orc_arrer_boyz	
800700147	nanu_grn_orc_arrow_anti_infantry_magic	wh_main_grn_inf_orc_arrer_boyz	
800700148	nanu_grn_orc_arrow_anti_infantry_poison	wh_main_grn_inf_orc_arrer_boyz	
800700149	nanu_grn_orc_arrow_anti_large	wh_main_grn_inf_orc_arrer_boyz	
800700150	nanu_grn_orc_arrow_anti_large_arcane_fire	wh_main_grn_inf_orc_arrer_boyz	
800700151	nanu_grn_orc_arrow_anti_large_flaming	wh_main_grn_inf_orc_arrer_boyz	
800700152	nanu_grn_orc_arrow_anti_large_frozen	wh_main_grn_inf_orc_arrer_boyz	
800700153	nanu_grn_orc_arrow_anti_large_lightning	wh_main_grn_inf_orc_arrer_boyz	
800700154	nanu_grn_orc_arrow_anti_large_magic	wh_main_grn_inf_orc_arrer_boyz	
800700155	nanu_grn_orc_arrow_anti_large_poison	wh_main_grn_inf_orc_arrer_boyz	
800700156	nanu_grn_orc_arrow_multi	wh_main_grn_inf_orc_arrer_boyz	
800700157	nanu_grn_orc_arrow_multi_arcane_fire	wh_main_grn_inf_orc_arrer_boyz	
800700158	nanu_grn_orc_arrow_multi_flaming	wh_main_grn_inf_orc_arrer_boyz	
800700159	nanu_grn_orc_arrow_multi_frozen	wh_main_grn_inf_orc_arrer_boyz	
800700160	nanu_grn_orc_arrow_multi_lightning	wh_main_grn_inf_orc_arrer_boyz	
800700161	nanu_grn_orc_arrow_multi_magic	wh_main_grn_inf_orc_arrer_boyz	
800700162	nanu_grn_orc_arrow_multi_poison	wh_main_grn_inf_orc_arrer_boyz	
800700163	nanu_grn_orc_arrow_seeking	wh_main_grn_inf_orc_arrer_boyz	
800700164	nanu_grn_orc_arrow_seeking_arcane_fire	wh_main_grn_inf_orc_arrer_boyz	
800700165	nanu_grn_orc_arrow_seeking_flaming	wh_main_grn_inf_orc_arrer_boyz	
800700166	nanu_grn_orc_arrow_seeking_frozen	wh_main_grn_inf_orc_arrer_boyz	
800700167	nanu_grn_orc_arrow_seeking_lightning	wh_main_grn_inf_orc_arrer_boyz	
800700168	nanu_grn_orc_arrow_seeking_magic	wh_main_grn_inf_orc_arrer_boyz	
800700169	nanu_grn_orc_arrow_seeking_poison	wh_main_grn_inf_orc_arrer_boyz	
800700170	nanu_grn_wolf_chariot_arrow_arcane_fire	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700171	nanu_grn_wolf_chariot_arrow_flaming	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700172	nanu_grn_wolf_chariot_arrow_frozen	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700173	nanu_grn_wolf_chariot_arrow_lightning	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700174	nanu_grn_wolf_chariot_arrow_magic	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700175	nanu_grn_wolf_chariot_arrow_poison	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700176	nanu_grn_wolf_chariot_arrow_anti_infantry	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700177	nanu_grn_wolf_chariot_arrow_anti_infantry_arcane_fire	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700178	nanu_grn_wolf_chariot_arrow_anti_infantry_flaming	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700179	nanu_grn_wolf_chariot_arrow_anti_infantry_frozen	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700180	nanu_grn_wolf_chariot_arrow_anti_infantry_lightning	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700181	nanu_grn_wolf_chariot_arrow_anti_infantry_magic	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700182	nanu_grn_wolf_chariot_arrow_anti_infantry_poison	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700183	nanu_grn_wolf_chariot_arrow_anti_large	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700184	nanu_grn_wolf_chariot_arrow_anti_large_arcane_fire	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700185	nanu_grn_wolf_chariot_arrow_anti_large_flaming	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700186	nanu_grn_wolf_chariot_arrow_anti_large_frozen	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700187	nanu_grn_wolf_chariot_arrow_anti_large_lightning	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700188	nanu_grn_wolf_chariot_arrow_anti_large_magic	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700189	nanu_grn_wolf_chariot_arrow_anti_large_poison	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700190	nanu_grn_wolf_chariot_arrow_multi	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700191	nanu_grn_wolf_chariot_arrow_multi_arcane_fire	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700192	nanu_grn_wolf_chariot_arrow_multi_flaming	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700193	nanu_grn_wolf_chariot_arrow_multi_frozen	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700194	nanu_grn_wolf_chariot_arrow_multi_lightning	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700195	nanu_grn_wolf_chariot_arrow_multi_magic	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700196	nanu_grn_wolf_chariot_arrow_multi_poison	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700197	nanu_grn_wolf_chariot_arrow_seeking	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700198	nanu_grn_wolf_chariot_arrow_seeking_arcane_fire	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700199	nanu_grn_wolf_chariot_arrow_seeking_flaming	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700200	nanu_grn_wolf_chariot_arrow_seeking_frozen	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700201	nanu_grn_wolf_chariot_arrow_seeking_lightning	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700202	nanu_grn_wolf_chariot_arrow_seeking_magic	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700203	nanu_grn_wolf_chariot_arrow_seeking_poison	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_wolf_chariot01_bow
800700204	nanu_grn_bolt_throwa_arcane_fire	wh3_dlc26_grn_art_bolt_throwa	
800700205	nanu_grn_bolt_throwa_flaming	wh3_dlc26_grn_art_bolt_throwa	
800700206	nanu_grn_bolt_throwa_frozen	wh3_dlc26_grn_art_bolt_throwa	
800700207	nanu_grn_bolt_throwa_lightning	wh3_dlc26_grn_art_bolt_throwa	
800700208	nanu_grn_bolt_throwa_magic	wh3_dlc26_grn_art_bolt_throwa	
800700209	nanu_grn_bolt_throwa_poison	wh3_dlc26_grn_art_bolt_throwa	
800700210	nanu_grn_bolt_throwa_multi	wh3_dlc26_grn_art_bolt_throwa	
800700211	nanu_grn_bolt_throwa_multi_arcane_fire	wh3_dlc26_grn_art_bolt_throwa	
800700212	nanu_grn_bolt_throwa_multi_flaming	wh3_dlc26_grn_art_bolt_throwa	
800700213	nanu_grn_bolt_throwa_multi_frozen	wh3_dlc26_grn_art_bolt_throwa	
800700214	nanu_grn_bolt_throwa_multi_lightning	wh3_dlc26_grn_art_bolt_throwa	
800700215	nanu_grn_bolt_throwa_multi_magic	wh3_dlc26_grn_art_bolt_throwa	
800700216	nanu_grn_bolt_throwa_multi_poison	wh3_dlc26_grn_art_bolt_throwa	
800700217	nanu_grn_bolt_throwa_seeking	wh3_dlc26_grn_art_bolt_throwa	
800700218	nanu_grn_bolt_throwa_seeking_arcane_fire	wh3_dlc26_grn_art_bolt_throwa	
800700219	nanu_grn_bolt_throwa_seeking_flaming	wh3_dlc26_grn_art_bolt_throwa	
800700220	nanu_grn_bolt_throwa_seeking_frozen	wh3_dlc26_grn_art_bolt_throwa	
800700221	nanu_grn_bolt_throwa_seeking_lightning	wh3_dlc26_grn_art_bolt_throwa	
800700222	nanu_grn_bolt_throwa_seeking_magic	wh3_dlc26_grn_art_bolt_throwa	
800700223	nanu_grn_bolt_throwa_seeking_poison	wh3_dlc26_grn_art_bolt_throwa	
800700224	nanu_grn_goblin_rock_lobber_rock_arcane_fire	wh_main_grn_art_goblin_rock_lobber	
800700225	nanu_grn_goblin_rock_lobber_rock_flaming	wh_main_grn_art_goblin_rock_lobber	
800700226	nanu_grn_goblin_rock_lobber_rock_frozen	wh_main_grn_art_goblin_rock_lobber	
800700227	nanu_grn_goblin_rock_lobber_rock_lightning	wh_main_grn_art_goblin_rock_lobber	
800700228	nanu_grn_goblin_rock_lobber_rock_magic	wh_main_grn_art_goblin_rock_lobber	
800700229	nanu_grn_goblin_rock_lobber_rock_poison	wh_main_grn_art_goblin_rock_lobber	
800700230	nanu_grn_goblin_rock_lobber_rock_multi	wh_main_grn_art_goblin_rock_lobber	
800700231	nanu_grn_goblin_rock_lobber_rock_multi_arcane_fire	wh_main_grn_art_goblin_rock_lobber	
800700232	nanu_grn_goblin_rock_lobber_rock_multi_flaming	wh_main_grn_art_goblin_rock_lobber	
800700233	nanu_grn_goblin_rock_lobber_rock_multi_frozen	wh_main_grn_art_goblin_rock_lobber	
800700234	nanu_grn_goblin_rock_lobber_rock_multi_lightning	wh_main_grn_art_goblin_rock_lobber	
800700235	nanu_grn_goblin_rock_lobber_rock_multi_magic	wh_main_grn_art_goblin_rock_lobber	
800700236	nanu_grn_goblin_rock_lobber_rock_multi_poison	wh_main_grn_art_goblin_rock_lobber	
