key	display_model	impact	launch_fx	trail_fx	stationary_fx	airborne_anim	landing_anim	tip_offset	trail_spin	launch_camera_shake	impact_bounce	impact_penetrate	impact_blood	impact_bounce_blood	impact_penetrate_blood	mirroring_start	mirroring_trail	scale
nanu_grn_idol_frozen	projectiles\wh_grn_idol.rigid_model_v2	nanu_particle_effect_explosion_ice_lingering		wh3_main_ability_ice_shard_trail				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_grn_idol_lightning	projectiles\wh_grn_idol.rigid_model_v2	wh2_dlc12_skv_warp_jezzails_impact		wh2_main_machine_warp_lightning_cannon_trail				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_grn_idol_magic	projectiles\wh_grn_idol.rigid_model_v2	wh2_dlc15_rogue_idol_rock_impact		wh_dlc06_skarsnik_missile_trail				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_grn_idol_multi_frozen	projectiles\nanu_rock_small.rigid_model_v2	nanu_particle_effect_explosion_ice_small_lingering		wh_dlc05_wef_swiftshiver_arrow_trail				0.0000	false		wh3_main_arrow_bounce	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_grn_idol_multi_lightning	projectiles\nanu_rock_small.rigid_model_v2	wh2_main_skv_warp_lightning_doomwheel		wh2_main_machine_warp_lightning_doomwheel_trail				0.0000	false		wh3_main_arrow_bounce	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_grn_idol_multi_magic	projectiles\nanu_rock_small.rigid_model_v2	wh2_main_abilities_soul_rain_impact		wh_dlc06_skarsnik_missile_trail				0.0000	false		wh3_main_arrow_bounce	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_grn_idol_multi_poison	projectiles\nanu_rock_small.rigid_model_v2	wh_dlc08_copious_vomit_impact		wh_dlc06_skarsnik_missile_trail				0.0000	false		wh3_main_arrow_bounce	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_grn_idol_poison	projectiles\wh_grn_idol.rigid_model_v2	wh_dlc08_copious_vomit_impact		wh_dlc06_skarsnik_missile_trail				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_grn_orc_arrow_flaming	projectiles\wh_grn_orc_arrow.rigid_model_v2	wh2_dlc12_skv_warp_jezzails_impact		nanu_particle_effect_arrow_arcane_fire_trail_green				-0.0500	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
nanu_grn_orc_arrow_frozen	projectiles\wh_grn_orc_arrow.rigid_model_v2	nanu_particle_effect_explosion_ice_tiny_lingering		wh_dlc05_wef_swiftshiver_arrow_trail				-0.0500	false		nanu_particle_effect_explosion_ice_small	nanu_particle_effect_explosion_ice_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
nanu_grn_orc_arrow_lightning	projectiles\wh_grn_orc_arrow.rigid_model_v2	wh2_dlc12_skv_warp_jezzails_impact		nanu_particle_effect_arrow_green_lightning_trail				-0.0500	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
nanu_grn_orc_arrow_magic	projectiles\wh_grn_orc_arrow.rigid_model_v2	wh2_dlc12_skv_warp_jezzails_impact		wh2_dlc12_machine_warp_lightning_rifle_trail				-0.0500	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
nanu_grn_orc_arrow_poison	projectiles\wh_grn_orc_arrow.rigid_model_v2	wh_dlc07_weapon_pox_arrow		wh_dlc07_weapon_trail_arrow_poison_small				-0.0500	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
