key	display_model	impact	launch_fx	trail_fx	stationary_fx	airborne_anim	landing_anim	tip_offset	trail_spin	launch_camera_shake	impact_bounce	impact_penetrate	impact_blood	impact_bounce_blood	impact_penetrate_blood	mirroring_start	mirroring_trail	scale
nanu_emp_great_cannon_ball_flaming	projectiles\wh_emp_cannon_ball.rigid_model_v2	nanu_particle_effect_explosion_fire_small_lingering	wh_main_weapon_muzzle_flash_medium	wh2_dlc13_ability_fire_arrow_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_spell_fire_piercing_bolts_of_burning	wh_main_spell_fire_piercing_bolts_of_burning				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_emp_great_cannon_ball_frozen	projectiles\wh_emp_cannon_ball.rigid_model_v2	nanu_particle_effect_explosion_ice	wh_main_weapon_muzzle_flash_medium	wh3_main_ability_ice_shard_trail				0.0000	false	wh_main_unit_launch_medium	wh3_main_arrow_bounce	wh3_main_spell_tempest_hailstorm				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_emp_great_cannon_ball_lightning	projectiles\wh_emp_cannon_ball.rigid_model_v2	nanu_particle_effect_explosion_lightning_small	wh_main_weapon_muzzle_flash_medium	nanu_particle_effect_lightning_trail_medium				0.0000	true	wh_main_unit_launch_medium	nanu_particle_effect_explosion_lightning_small	nanu_particle_effect_explosion_lightning_small				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
nanu_emp_great_cannon_ball_magic	projectiles\wh_emp_cannon_ball.rigid_model_v2	nanu_particle_effect_explosion_magic_small	wh_main_weapon_muzzle_flash_medium	wh2_main_hef_volley_of_arrows				0.0000	true	wh_main_unit_launch_medium	wh2_main_abilities_soul_rain_impact	wh2_main_abilities_soul_rain_impact				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
nanu_emp_grenade_arcane_fire	projectiles\wh_emp_grenade.rigid_model_v2			nanu_particle_effect_arrow_arcane_fire_trail				0.0000	false	wh_main_unit_launch_light	wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
nanu_emp_grenade_flaming	projectiles\wh_emp_grenade.rigid_model_v2			wh3_dlc23_blunderbuss_projectile_trail				0.0000	false	wh_main_unit_launch_light	wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
nanu_emp_grenade_frozen	projectiles\wh_emp_grenade.rigid_model_v2			wh_dlc05_wef_swiftshiver_arrow_trail				0.0000	false	wh_main_unit_launch_light	wh_main_impact_very_small	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
nanu_emp_grenade_lightning	projectiles\wh_emp_grenade.rigid_model_v2			nanu_particle_effect_lightning_trail_tiny				0.0000	false	wh_main_unit_launch_light	nanu_particle_effect_static_shock	nanu_particle_effect_static_shock				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
nanu_emp_grenade_magic	projectiles\wh_emp_grenade.rigid_model_v2			wh_dlc05_wef_swiftshiver_arrow_trail				0.0000	false	wh_main_unit_launch_light	wh_main_impact_very_small	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
nanu_emp_rifle_bullet_arcane_fire	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	nanu_particle_effect_explosion_fire_tiny		nanu_particle_effect_arrow_arcane_fire_trail				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
nanu_emp_rifle_bullet_frozen	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	nanu_particle_effect_explosion_ice_tiny_lingering		wh3_main_ksl_ice_guard_arrow_trail				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
nanu_emp_rifle_bullet_lightning	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	nanu_particle_effect_static_shock_small		nanu_particle_effect_lightning_trail_tiny				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
nanu_emp_rifle_bullet_magic	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_dlc05_impact_wef_arrow_swiftshiver		wh3_main_ksl_ice_guard_arrow_trail				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
nanu_emp_rocket_arcane_fire	projectiles\wh_emp_rocket.rigid_model_v2			nanu_particle_effect_cannonball_arcane_fire_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_impact_very_small	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_emp_rocket_frozen	projectiles\wh_emp_rocket.rigid_model_v2			wh3_main_ability_ice_shard_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_impact_very_small	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_emp_rocket_lightning	projectiles\wh_emp_rocket.rigid_model_v2			nanu_particle_effect_lightning_trail_medium				0.0000	false	wh_main_unit_launch_medium	nanu_particle_effect_static_shock	nanu_particle_effect_static_shock				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_emp_rocket_magic	projectiles\wh_emp_rocket.rigid_model_v2			wh2_dlc10_bone_giant_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_impact_very_small	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_emp_volley_gun_shot_arcane_fire	projectiles\wh_emp_volley_gun_shot.rigid_model_v2	nanu_particle_effect_explosion_arcane_fire_small	wh_main_weapon_muzzle_flash_small	nanu_particle_effect_arrow_arcane_fire_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_impact_small	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_emp_volley_gun_shot_flaming	projectiles\wh_emp_volley_gun_shot.rigid_model_v2	nanu_particle_effect_explosion_fire_small	wh_main_weapon_muzzle_flash_small	wh_dlc07_weapon_trail_arrow_burning_small				0.0000	false	wh_main_unit_launch_medium	wh3_dlc23_chd_blunderbuss	wh3_dlc23_chd_blunderbuss				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_emp_volley_gun_shot_frozen	projectiles\wh_emp_volley_gun_shot.rigid_model_v2	nanu_particle_effect_explosion_ice_small	wh_main_weapon_muzzle_flash_small	wh3_main_ksl_ice_guard_arrow_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_impact_small	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_emp_volley_gun_shot_lightning	projectiles\wh_emp_volley_gun_shot.rigid_model_v2	nanu_particle_effect_explosion_lightning_small	wh_main_weapon_muzzle_flash_small	nanu_particle_effect_lightning_trail_tiny				0.0000	false	wh_main_unit_launch_medium	wh_main_impact_small	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_emp_volley_gun_shot_magic	projectiles\wh_emp_volley_gun_shot.rigid_model_v2	wh_dlc05_impact_wef_arrow_swiftshiver	wh_main_weapon_muzzle_flash_small	wh3_main_ksl_ice_guard_arrow_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_impact_small	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_emp_volley_gun_shot_poison	projectiles\wh_emp_volley_gun_shot.rigid_model_v2	wh_dlc07_weapon_pox_arrow	wh_main_weapon_muzzle_flash_small	wh3_dlc20_marauder_trail_axe_nurgle				0.0000	false	wh_main_unit_launch_medium	wh_main_impact_small	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_emp_volley_gun_shot_magic_exploding	projectiles\wh_emp_volley_gun_shot.rigid_model_v2		wh_main_weapon_muzzle_flash_small	wh3_main_ksl_ice_guard_arrow_trail				0.0000	false	wh_main_unit_launch_medium	wh2_main_abilities_soul_rain_impact	wh2_main_abilities_soul_rain_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_emp_steam_tank_steam_shot_flaming		wh_main_weapon_flame_cannon_impact		wh_main_weapon_flame_cannon_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_weapon_flame_cannon_impact	wh_main_weapon_flame_cannon_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_emp_mortar_frozen	projectiles\wh_emp_mortar.rigid_model_v2	nanu_particle_effect_explosion_ice		wh3_main_ability_ice_shard_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
nanu_emp_mortar_lightning	projectiles\wh_emp_mortar.rigid_model_v2	wh_main_emp_mortar_impact		wh3_main_weapon_tower_ksl_lightning_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
